Территория;Год;Субъект РФ;Тип;Уровень;Часть Арктики;ОКТМО;Площадь территории, кв. км;Стоимость фиксированного набора потребительских товаров и услуг, рублей;Численность населения (по переписям), человек;Численность населения на начало года (всего), человек;Среднегодовая численность населения, человек;Общий прирост населения, человек;Коэффициент общего прироста населения;Плотность населения (по данным переписей), человек на 1 кв. км;Плотность населения (по данным текущего учета), человек на 1 кв. км;Число родившихся (без мертворожденных), человек;Число умерших, человек;Естественный прирост (убыль), человек;Общий коэффициент рождаемости, промилле;Общий коэффициент смертности, промилле;Общий коэффициент естественного прироста (убыли);Специальный коэффициент рождаемости;Стандартизованный коэффициент рождаемости;Стандартизованный коэффициент смертности;Число прибывших, человек;Число выбывших, человек;Миграционный прирост (всего), человек;Миграционный прирост (внутрирегиональный), человек;Миграционный прирост (межрегиональный), человек;Миграционный прирост (международный), человек;Коэффициент миграционного прироста (общий);Коэффициент миграционного прироста (внутрирегиональный);Коэффициент миграционного прироста (межрегиональный);Коэффициент миграционного прироста (международный);Численность населения на начало года (моложе трудоспособного возраста), человек;Численность населения на начало года (трудоспособного возраста), человек;Численность населения на начало года (старше трудоспособного возраста), человек;Численность населения на начало года (мужчины), человек;Численность населения на начало года (женщины), человек;Удельный вес населения моложе трудоспособного возраста, %;Удельный вес населения трудоспособного возраста, %;Удельный вес населения старше трудоспособного возраста, %;Удельный вес мужчин, %;Удельный вес женщин, %;Общая демографическая нагрузка;Демографическая нагрузка лицами моложе трудоспособного возраста;Демографическая нагрузка лицами старше трудоспособного возраста;Среднесписочная численность работников организаций, человек;Численность работников организаций муниципальной формы собственности, человек;Удельный вес работников организаций муниципальной формы собственности, %;Среднемесячная заработная плата работников организаций, рублей;Отношение среднемесячной заработной платы к стоимости фиксированного набора, раз;Среднемесячная заработная плата в организацях мунипиальной формы собственности, рублей;Отношение зарплаты в муницип. организациях к стоимости фиксированного набора, раз;Отношение зарплаты в муницип. организациях к зарплате во всех организациях, %;Отгружено товаров собственного производства, выполнено работ и услуг, млн рублей;Отгружено товаров, выполнено работ и услуг на 1 человека, тыс. Рублей;Отгружено товаров, выполнено работ и услуг на 1 кв. км площади, тыс. Рублей;Приведенный контингент студентов (среднее проф. образование);Приведенный контингент студентов (среднее проф. образование) на 1000 человек;Приведенный контингент студентов (высшее образование);Приведенный контингент студентов (высшее образование) на 1000 человек;Комплексный балл публикационной результативности организаций (без филиалов)
МР Лешуконский;1939;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;;16427;;;;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Лешуконский;1959;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;;16791;;;;;0.60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Лешуконский;1970;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;;17065;;;;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Лешуконский;1979;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;;15670;;;;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Лешуконский;1989;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;;15488;;;;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Лешуконский;2002;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;;10708;;;;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Лешуконский;2010;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;9838.71;7979;7979;7954;-50;-6.3;0.28;0.28;125;193;-68;15.6;24.0;-8.5;;;;0;134;-134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Лешуконский;2011;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;10505.85;;7929;7737;-384;-49.6;;0.28;115;191;-76;15.6;24.7;-9.8;;;;;;;;;;;;;;1273;4548;2108;3768;4161;16.5;56.3;27.3;47.4;52.6;777;292;485;;;;;;;;;;;;;;;;
МР Лешуконский;2012;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;11061.89;;7545;7388;-314;-42.5;;0.26;119;189;-70;15.6;25.6;-9.5;85.1;29.0;20.1;169;413;-244;-192;-52;0;-330.3;-259.9;-70.4;0.0;1272;4161;2112;3569;3976;17.2;54.2;28.6;47.4;52.6;846;318;528;;;;;;;;;134;17;5;;;;;
МР Лешуконский;2013;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;12128.26;;7231;7116;-230;-32.3;;0.25;133;150;-17;15.6;21.1;-2.4;112.5;39.2;16.7;199;412;-213;-159;-54;0;-299.3;-223.4;-75.9;0.0;1271;3845;2115;3440;3791;18.0;52.2;29.8;47.7;52.3;917;345;572;1404;592;42.2;27405;2.3;26746.2;2.2;97.6;169;22;6;;;0.0;0.0;
МР Лешуконский;2014;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;13213.71;;7001;6936;-130;-18.7;;0.25;105;157;-52;15.6;22.6;-7.5;94.9;32.4;17.9;239;317;-78;-87;9;0;-112.5;-125.4;13.0;0.0;1291;3579;2131;3346;3655;18.7;50.1;31.2;47.7;52.3;994;372;622;1512;574;38.0;31751;2.4;29269.5;2.2;92.2;211;29;8;;;0.0;0.0;
МР Лешуконский;2015;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;14639.54;;6871;6838;-66;-9.7;;0.24;108;156;-48;15.6;22.8;-7.0;103.4;36.3;17.8;346;364;-18;-31;12;1;-26.3;-45.3;17.5;1.5;1298;3377;2196;3273;3598;19.2;48.0;32.8;47.5;52.5;1084;401;683;1509;539;35.7;34041;2.3;31910.0;2.2;93.7;244;34;9;;;0.0;0.0;
МР Лешуконский;2016;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;15670.66;;6805;6714;-183;-27.3;;0.24;95;153;-58;15.6;22.8;-8.6;97.0;34.3;17.7;285;410;-125;-104;-21;0;-186.2;-154.9;-31.3;0.0;1332;3185;2288;3220;3585;19.8;46.1;34.1;47.4;52.6;1169;429;740;1469;529;36.0;37150;2.4;38191.1;2.4;102.8;239;34;9;;;0.0;0.0;
МР Лешуконский;2017;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;16183.51;;6622;6516;-212;-32.5;;0.23;82;164;-82;15.6;25.2;-12.6;91.8;32.2;19.3;272;402;-130;-110;-21;1;-199.5;-168.8;-32.2;1.5;1324;3004;2294;3143;3479;20.1;44.6;35.4;47.4;52.6;1245;451;794;1369;492;35.9;37963;2.3;36011.8;2.2;94.9;223;33;8;;;0.0;0.0;
МР Лешуконский;2018;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;16788.63;;6410;6319;-183;-29.0;;0.23;71;142;-71;15.6;22.5;-11.2;87.3;29.9;17.2;330;442;-112;-63;-50;1;-177.2;-99.7;-79.1;1.6;1296;2801;2313;3040;3370;20.4;42.9;36.8;47.5;52.5;1333;475;859;1312;471;35.9;42364;2.5;41869.2;2.5;98.8;238;35;9;;;0.0;0.0;
МР Лешуконский;2019;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;17442.2;;6227;6138;-179;-29.2;;0.22;70;162;-92;15.6;26.4;-15.0;91.4;30.5;20.0;273;360;-87;-95;7;1;-141.7;-154.8;11.4;1.6;1276;2614;2337;2958;3269;20.6;41.4;38.0;47.5;52.5;1417;499;918;1242;456;36.7;47583;2.7;47418.6;2.7;99.7;227;35;8;;;0.0;0.0;
МР Лешуконский;2020;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;18420.65;;6048;5944;-208;-35.0;;0.21;55;139;-84;15.6;23.4;-14.1;75.8;24.6;17.4;217;341;-124;-96;-28;0;-208.6;-161.5;-47.1;0.0;1257;2464;2327;2879;3169;20.8;41.2;38.1;47.8;52.2;1430;505;925;1143;450;39.4;52148;2.8;50278.1;2.7;96.4;199;32;7;0.0;0.0;0.0;0.0;
МР Лешуконский;2021;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11638000;28084;20111.33;5523;5840;5767;-147;-25.5;0.20;0.21;61;165;-104;15.6;28.6;-18.0;90.4;28.8;21.2;241;284;-43;-37;-6;0;-74.6;-64.2;-10.4;0.0;1215;2427;2198;2802;3038;20.9;42.0;37.1;47.9;52.1;1379;497;882;1101;435;39.5;54667;2.7;52158.9;2.6;95.4;274;45;10;0.0;0.0;0.0;0.0;
