Регион;Дата;"Запросов ""Вызвать скорую"", единиц на 1 млн";"Запросов ""Лечение коронавируса"", единиц на 1 млн";"Запросов ""Пропало обоняние"", единиц на 1 млн";Заражений всего, на 1 млн человек;Заражений всего, случаев;Заражений за день, на 1 млн человек;Заражений за день, случаев;Индекс самоизоляции;Поисковых запросов о коронавирусе, единиц на 1 млн;Смертей всего, на 1 млн человек;Смертей всего, случаев;Смертей за день, на 1 млн человек;Смертей за день, случаев
Апатиты;2020-02-23;;;;;;;;2.58;;;;;
Апатиты;2020-02-24;;;;;;;;2.44;;;;;
Апатиты;2020-02-25;;;;;;;;2.33;;;;;
Апатиты;2020-02-26;;;;;;;;2.43;;;;;
Апатиты;2020-02-27;;;;;;;;2.44;;;;;
Апатиты;2020-02-28;;;;;;;;2.23;;;;;
Апатиты;2020-02-29;;;;;;;;2.20;;;;;
Апатиты;2020-03-01;;;;;;;;2.19;;;;;
Апатиты;2020-03-02;;;;;;;;2.17;;;;;
Апатиты;2020-03-03;;;;;;;;2.16;;;;;
Апатиты;2020-03-04;;;;;;;;2.11;;;;;
Апатиты;2020-03-05;;;;;;;;2.09;;;;;
Апатиты;2020-03-06;;;;;;;;2.31;;;;;
Апатиты;2020-03-07;;;;;;;;2.33;;;;;
Апатиты;2020-03-08;;;;;;;;2.33;;;;;
Апатиты;2020-03-09;;;;;;;;2.31;;;;;
Апатиты;2020-03-10;;;;;;;;2.33;;;;;
Апатиты;2020-03-11;;;;;;;;2.36;;;;;
Апатиты;2020-03-12;;;;;;;;2.40;;;;;
Апатиты;2020-03-13;;;;;;;;2.19;;;;;
Апатиты;2020-03-14;;;;;;;;2.24;;;;;
Апатиты;2020-03-15;;;;;;;;2.30;;;;;
Апатиты;2020-03-16;;;;;;;;2.39;;;;;
Апатиты;2020-03-17;;;;;;;;2.44;;;;;
Апатиты;2020-03-18;;;;;;;;2.47;;;;;
Апатиты;2020-03-19;;;;;;;;2.47;;;;;
Апатиты;2020-03-20;;;;;;;;2.53;;;;;
Апатиты;2020-03-21;;;;;;;;2.53;;;;;
Апатиты;2020-03-22;;;;;;;;2.54;;;;;
Апатиты;2020-03-23;;;;;;;;2.56;;;;;
Апатиты;2020-03-24;;;;;;;;2.60;;;;;
Апатиты;2020-03-25;;;;;;;;2.73;;;;;
Апатиты;2020-03-26;;;;;;;;2.86;;;;;
Апатиты;2020-03-27;;;;;;;;3.09;;;;;
Апатиты;2020-03-28;;;;;;;;3.34;;;;;
Апатиты;2020-03-29;;;;;;;;3.59;;;;;
Апатиты;2020-03-30;;;;;;;;3.81;;;;;
Апатиты;2020-03-31;;;;;;;;4.01;;;;;
Апатиты;2020-04-01;;;;;;;;4.04;;;;;
Апатиты;2020-04-02;;;;;;;;4.04;;;;;
Апатиты;2020-04-03;;;;;;;;4.01;;;;;
Апатиты;2020-04-04;;;;;;;;3.97;;;;;
Апатиты;2020-04-05;;;;;;;;3.93;;;;;
Апатиты;2020-04-06;;;;;;;;3.89;;;;;
Апатиты;2020-04-07;;;;;;;;3.83;;;;;
Апатиты;2020-04-08;;;;;;;;3.79;;;;;
Апатиты;2020-04-09;;;;;;;;3.76;;;;;
Апатиты;2020-04-10;;;;;;;;3.74;;;;;
Апатиты;2020-04-11;;;;;;;;3.73;;;;;
Апатиты;2020-04-12;;;;;;;;3.70;;;;;
Апатиты;2020-04-13;;;;;;;;3.67;;;;;
Апатиты;2020-04-14;;;;;;;;3.67;;;;;
Апатиты;2020-04-15;;;;;;;;3.67;;;;;
Апатиты;2020-04-16;;;;;;;;3.67;;;;;
Апатиты;2020-04-17;;;;;;;;3.66;;;;;
Апатиты;2020-04-18;;;;;;;;3.66;;;;;
Апатиты;2020-04-19;;;;;;;;3.66;;;;;
Апатиты;2020-04-20;;;;;;;;3.67;;;;;
Апатиты;2020-04-21;;;;;;;;3.67;;;;;
Апатиты;2020-04-22;;;;;;;;3.67;;;;;
Апатиты;2020-04-23;;;;;;;;3.66;;;;;
Апатиты;2020-04-24;;;;;;;;3.64;;;;;
Апатиты;2020-04-25;;;;;;;;3.61;;;;;
Апатиты;2020-04-26;;;;;;;;3.59;;;;;
Апатиты;2020-04-27;;;;;;;;3.54;;;;;
Апатиты;2020-04-28;;;;;;;;3.57;;;;;
Апатиты;2020-04-29;;;;;;;;3.54;;;;;
Апатиты;2020-04-30;;;;;;;;3.53;;;;;
Апатиты;2020-05-01;;;;;;;;3.57;;;;;
Апатиты;2020-05-02;;;;;;;;3.60;;;;;
Апатиты;2020-05-03;;;;;;;;3.57;;;;;
Апатиты;2020-05-04;;;;;;;;3.54;;;;;
Апатиты;2020-05-05;;;;;;;;3.46;;;;;
Апатиты;2020-05-06;;;;;;;;3.47;;;;;
Апатиты;2020-05-07;;;;;;;;3.44;;;;;
Апатиты;2020-05-08;;;;;;;;3.47;;;;;
Апатиты;2020-05-09;;;;;;;;3.40;;;;;
Апатиты;2020-05-10;;;;;;;;3.39;;;;;
Апатиты;2020-05-11;;;;;;;;3.43;;;;;
Апатиты;2020-05-12;;;;;;;;3.40;;;;;
Апатиты;2020-05-13;;;;;;;;3.34;;;;;
Апатиты;2020-05-14;;;;;;;;3.34;;;;;
Апатиты;2020-05-15;;;;;;;;3.20;;;;;
Апатиты;2020-05-16;;;;;;;;3.16;;;;;
Апатиты;2020-05-17;;;;;;;;3.11;;;;;
Апатиты;2020-05-18;;;;;;;;3.01;;;;;
Апатиты;2020-05-19;;;;;;;;2.97;;;;;
Апатиты;2020-05-20;;;;;;;;2.93;;;;;
Апатиты;2020-05-21;;;;;;;;2.87;;;;;
Апатиты;2020-05-22;;;;;;;;2.81;;;;;
Апатиты;2020-05-23;;;;;;;;2.76;;;;;
Апатиты;2020-05-24;;;;;;;;2.73;;;;;
Апатиты;2020-05-25;;;;;;;;2.73;;;;;
Апатиты;2020-05-26;;;;;;;;2.71;;;;;
Апатиты;2020-05-27;;;;;;;;2.73;;;;;
Апатиты;2020-05-28;;;;;;;;2.74;;;;;
Апатиты;2020-05-29;;;;;;;;2.74;;;;;
Апатиты;2020-05-30;;;;;;;;2.71;;;;;
Апатиты;2020-05-31;;;;;;;;2.67;;;;;
Апатиты;2020-06-01;;;;;;;;2.61;;;;;
Апатиты;2020-06-02;;;;;;;;2.61;;;;;
Апатиты;2020-06-03;;;;;;;;2.59;;;;;
Апатиты;2020-06-04;;;;;;;;2.59;;;;;
Апатиты;2020-06-05;;;;;;;;2.57;;;;;
Апатиты;2020-06-06;;;;;;;;2.59;;;;;
Апатиты;2020-06-07;;;;;;;;2.60;;;;;
Апатиты;2020-06-08;;;;;;;;2.59;;;;;
Апатиты;2020-06-09;;;;;;;;2.66;;;;;
Апатиты;2020-06-10;;;;;;;;2.61;;;;;
Апатиты;2020-06-11;;;;;;;;2.57;;;;;
Апатиты;2020-06-12;;;;;;;;2.54;;;;;
Апатиты;2020-06-13;;;;;;;;2.53;;;;;
Апатиты;2020-06-14;;;;;;;;2.50;;;;;
Апатиты;2020-06-15;;;;;;;;2.49;;;;;
Апатиты;2020-06-16;;;;;;;;2.39;;;;;
Апатиты;2020-06-17;;;;;;;;2.40;;;;;
Апатиты;2020-06-18;;;;;;;;2.39;;;;;
Апатиты;2020-06-19;;;;;;;;2.37;;;;;
Апатиты;2020-06-20;;;;;;;;2.37;;;;;
Апатиты;2020-06-21;;;;;;;;2.49;;;;;
Апатиты;2020-06-22;;;;;;;;2.46;;;;;
Апатиты;2020-06-23;;;;;;;;2.40;;;;;
Апатиты;2020-06-24;;;;;;;;2.41;;;;;
Апатиты;2020-06-25;;;;;;;;2.43;;;;;
Апатиты;2020-06-26;;;;;;;;2.43;;;;;
Апатиты;2020-06-27;;;;;;;;2.43;;;;;
Апатиты;2020-06-28;;;;;;;;2.44;;;;;
Апатиты;2020-06-29;;;;;;;;2.46;;;;;
Апатиты;2020-06-30;;;;;;;;2.47;;;;;
Апатиты;2020-07-01;;;;;;;;2.44;;;;;
Апатиты;2020-07-02;;;;;;;;2.47;;;;;
Апатиты;2020-07-03;;;;;;;;2.47;;;;;
Апатиты;2020-07-04;;;;;;;;2.44;;;;;
Апатиты;2020-07-05;;;;;;;;2.31;;;;;
Апатиты;2020-07-06;;;;;;;;2.33;;;;;
Апатиты;2020-07-07;;;;;;;;2.33;;;;;
Апатиты;2020-07-08;;;;;;;;2.39;;;;;
Апатиты;2020-07-09;;;;;;;;2.36;;;;;
Апатиты;2020-07-10;;;;;;;;2.37;;;;;
Апатиты;2020-07-11;;;;;;;;2.39;;;;;
Апатиты;2020-07-12;;;;;;;;2.36;;;;;
Апатиты;2020-07-13;;;;;;;;2.34;;;;;
Апатиты;2020-07-14;;;;;;;;2.33;;;;;
Апатиты;2020-07-15;;;;;;;;2.26;;;;;
Апатиты;2020-07-16;;;;;;;;2.24;;;;;
Апатиты;2020-07-17;;;;;;;;2.23;;;;;
Апатиты;2020-07-18;;;;;;;;2.23;;;;;
Апатиты;2020-07-19;;;;;;;;2.26;;;;;
Апатиты;2020-07-20;;;;;;;;2.31;;;;;
Апатиты;2020-07-21;;;;;;;;2.39;;;;;
Апатиты;2020-07-22;;;;;;;;2.40;;;;;
Апатиты;2020-07-23;;;;;;;;2.40;;;;;
Апатиты;2020-07-24;;;;;;;;2.41;;;;;
Апатиты;2020-07-25;;;;;;;;2.41;;;;;
Апатиты;2020-07-26;;;;;;;;2.41;;;;;
Апатиты;2020-07-27;;;;;;;;2.37;;;;;
Апатиты;2020-07-28;;;;;;;;2.34;;;;;
Апатиты;2020-07-29;;;;;;;;2.37;;;;;
Апатиты;2020-07-30;;;;;;;;2.39;;;;;
Апатиты;2020-07-31;;;;;;;;2.41;;;;;
Апатиты;2020-08-01;;;;;;;;2.43;;;;;
Апатиты;2020-08-02;;;;;;;;2.44;;;;;
Апатиты;2020-08-03;;;;;;;;2.47;;;;;
Апатиты;2020-08-04;;;;;;;;2.47;;;;;
Апатиты;2020-08-05;;;;;;;;2.44;;;;;
Апатиты;2020-08-06;;;;;;;;2.46;;;;;
Апатиты;2020-08-07;;;;;;;;2.46;;;;;
Апатиты;2020-08-08;;;;;;;;2.46;;;;;
Апатиты;2020-08-09;;;;;;;;2.46;;;;;
Апатиты;2020-08-10;;;;;;;;2.44;;;;;
Апатиты;2020-08-11;;;;;;;;2.47;;;;;
Апатиты;2020-08-12;;;;;;;;2.50;;;;;
Апатиты;2020-08-13;;;;;;;;2.51;;;;;
Апатиты;2020-08-14;;;;;;;;2.51;;;;;
Апатиты;2020-08-15;;;;;;;;2.51;;;;;
Апатиты;2020-08-16;;;;;;;;2.50;;;;;
Апатиты;2020-08-17;;;;;;;;2.47;;;;;
Апатиты;2020-08-18;;;;;;;;2.43;;;;;
Апатиты;2020-08-19;;;;;;;;2.40;;;;;
Апатиты;2020-08-20;;;;;;;;2.41;;;;;
Апатиты;2020-08-21;;;;;;;;2.39;;;;;
Апатиты;2020-08-22;;;;;;;;2.37;;;;;
Апатиты;2020-08-23;;;;;;;;2.39;;;;;
Апатиты;2020-08-24;;;;;;;;2.44;;;;;
Апатиты;2020-08-25;;;;;;;;2.44;;;;;
Апатиты;2020-08-26;;;;;;;;2.44;;;;;
Апатиты;2020-08-27;;;;;;;;2.39;;;;;
Апатиты;2020-08-28;;;;;;;;2.36;;;;;
Апатиты;2020-08-29;;;;;;;;2.33;;;;;
Апатиты;2020-08-30;;;;;;;;2.29;;;;;
Апатиты;2020-08-31;;;;;;;;2.20;;;;;
Апатиты;2020-09-01;;;;;;;;2.19;;;;;
Апатиты;2020-09-02;;;;;;;;2.21;;;;;
Апатиты;2020-09-03;;;;;;;;2.26;;;;;
Апатиты;2020-09-04;;;;;;;;2.26;;;;;
Апатиты;2020-09-05;;;;;;;;2.26;;;;;
Апатиты;2020-09-06;;;;;;;;2.27;;;;;
Апатиты;2020-09-07;;;;;;;;2.29;;;;;
Апатиты;2020-09-08;;;;;;;;2.27;;;;;
Апатиты;2020-09-09;;;;;;;;2.27;;;;;
Апатиты;2020-09-10;;;;;;;;2.27;;;;;
Апатиты;2020-09-11;;;;;;;;2.27;;;;;
Апатиты;2020-09-12;;;;;;;;2.27;;;;;
Апатиты;2020-09-13;;;;;;;;2.27;;;;;
Апатиты;2020-09-14;;;;;;;;2.27;;;;;
Апатиты;2020-09-15;;;;;;;;2.30;;;;;
Апатиты;2020-09-16;;;;;;;;2.31;;;;;
Апатиты;2020-09-17;;;;;;;;2.31;;;;;
Апатиты;2020-09-18;;;;;;;;2.30;;;;;
Апатиты;2020-09-19;;;;;;;;2.30;;;;;
Апатиты;2020-09-20;;;;;;;;2.27;;;;;
Апатиты;2020-09-21;;;;;;;;2.27;;;;;
Апатиты;2020-09-22;;;;;;;;2.23;;;;;
Апатиты;2020-09-23;;;;;;;;2.21;;;;;
Апатиты;2020-09-24;;;;;;;;2.19;;;;;
Апатиты;2020-09-25;;;;;;;;2.19;;;;;
Апатиты;2020-09-26;;;;;;;;2.17;;;;;
Апатиты;2020-09-27;;;;;;;;2.17;;;;;
Апатиты;2020-09-28;;;;;;;;2.16;;;;;
Апатиты;2020-09-29;;;;;;;;2.17;;;;;
Апатиты;2020-09-30;;;;;;;;2.19;;;;;
Апатиты;2020-10-01;;;;;;;;2.23;;;;;
Апатиты;2020-10-02;;;;;;;;2.26;;;;;
Апатиты;2020-10-03;;;;;;;;2.29;;;;;
Апатиты;2020-10-04;;;;;;;;2.33;;;;;
Апатиты;2020-10-05;;;;;;;;2.37;;;;;
Апатиты;2020-10-06;;;;;;;;2.40;;;;;
Апатиты;2020-10-07;;;;;;;;2.41;;;;;
Апатиты;2020-10-08;;;;;;;;2.40;;;;;
Апатиты;2020-10-09;;;;;;;;2.39;;;;;
Апатиты;2020-10-10;;;;;;;;2.39;;;;;
Апатиты;2020-10-11;;;;;;;;2.37;;;;;
Апатиты;2020-10-12;;;;;;;;2.36;;;;;
Апатиты;2020-10-13;;;;;;;;2.34;;;;;
Апатиты;2020-10-14;;;;;;;;2.33;;;;;
Апатиты;2020-10-15;;;;;;;;2.34;;;;;
Апатиты;2020-10-16;;;;;;;;2.36;;;;;
Апатиты;2020-10-17;;;;;;;;2.37;;;;;
Апатиты;2020-10-18;;;;;;;;2.40;;;;;
Апатиты;2020-10-19;;;;;;;;2.43;;;;;
Апатиты;2020-10-20;;;;;;;;2.46;;;;;
Апатиты;2020-10-21;;;;;;;;2.47;;;;;
Апатиты;2020-10-22;;;;;;;;2.49;;;;;
Апатиты;2020-10-23;;;;;;;;2.56;;;;;
Апатиты;2020-10-24;;;;;;;;2.61;;;;;
Апатиты;2020-10-25;;;;;;;;2.66;;;;;
Апатиты;2020-10-26;;;;;;;;2.71;;;;;
Апатиты;2020-10-27;;;;;;;;2.76;;;;;
Апатиты;2020-10-28;;;;;;;;2.77;;;;;
Апатиты;2020-10-29;;;;;;;;2.77;;;;;
Апатиты;2020-10-30;;;;;;;;2.77;;;;;
Апатиты;2020-10-31;;;;;;;;2.79;;;;;
Апатиты;2020-11-01;;;;;;;;2.91;;;;;
Апатиты;2020-11-02;;;;;;;;2.90;;;;;
Апатиты;2020-11-03;;;;;;;;2.90;;;;;
Апатиты;2020-11-04;;;;;;;;2.91;;;;;
Апатиты;2020-11-05;;;;;;;;2.94;;;;;
Апатиты;2020-11-06;;;;;;;;2.93;;;;;
Апатиты;2020-11-07;;;;;;;;2.90;;;;;
Апатиты;2020-11-08;;;;;;;;2.77;;;;;
Апатиты;2020-11-09;;;;;;;;2.77;;;;;
Апатиты;2020-11-10;;;;;;;;2.76;;;;;
Апатиты;2020-11-11;;;;;;;;2.74;;;;;
Апатиты;2020-11-12;;;;;;;;2.73;;;;;
Апатиты;2020-11-13;;;;;;;;2.70;;;;;
Апатиты;2020-11-14;;;;;;;;2.67;;;;;
Апатиты;2020-11-15;;;;;;;;2.63;;;;;
Апатиты;2020-11-16;;;;;;;;2.59;;;;;
Апатиты;2020-11-17;;;;;;;;2.56;;;;;
Апатиты;2020-11-18;;;;;;;;2.56;;;;;
Апатиты;2020-11-19;;;;;;;;2.56;;;;;
Апатиты;2020-11-20;;;;;;;;2.54;;;;;
Апатиты;2020-11-21;;;;;;;;2.54;;;;;
Апатиты;2020-11-22;;;;;;;;2.54;;;;;
Апатиты;2020-11-23;;;;;;;;2.56;;;;;
Апатиты;2020-11-24;;;;;;;;2.54;;;;;
Апатиты;2020-11-25;;;;;;;;2.54;;;;;
Апатиты;2020-11-26;;;;;;;;2.53;;;;;
Апатиты;2020-11-27;;;;;;;;2.53;;;;;
Апатиты;2020-11-28;;;;;;;;2.51;;;;;
Апатиты;2020-11-29;;;;;;;;2.53;;;;;
Апатиты;2020-11-30;;;;;;;;2.51;;;;;
Апатиты;2020-12-01;;;;;;;;2.53;;;;;
Апатиты;2020-12-02;;;;;;;;2.53;;;;;
Апатиты;2020-12-03;;;;;;;;2.54;;;;;
Апатиты;2020-12-04;;;;;;;;2.54;;;;;
Апатиты;2020-12-05;;;;;;;;2.56;;;;;
Апатиты;2020-12-06;;;;;;;;2.53;;;;;
Апатиты;2020-12-07;;;;;;;;2.51;;;;;
Апатиты;2020-12-08;;;;;;;;2.51;;;;;
Апатиты;2020-12-09;;;;;;;;2.51;;;;;
Апатиты;2020-12-10;;;;;;;;2.50;;;;;
Апатиты;2020-12-11;;;;;;;;2.50;;;;;
Апатиты;2020-12-12;;;;;;;;2.49;;;;;
Апатиты;2020-12-13;;;;;;;;2.49;;;;;
Апатиты;2020-12-14;;;;;;;;2.49;;;;;
Апатиты;2020-12-15;;;;;;;;2.47;;;;;
Апатиты;2020-12-16;;;;;;;;2.46;;;;;
Апатиты;2020-12-17;;;;;;;;2.46;;;;;
Апатиты;2020-12-18;;;;;;;;2.43;;;;;
Апатиты;2020-12-19;;;;;;;;2.41;;;;;
Апатиты;2020-12-20;;;;;;;;2.40;;;;;
Апатиты;2020-12-21;;;;;;;;2.40;;;;;
Апатиты;2020-12-22;;;;;;;;2.39;;;;;
Апатиты;2020-12-23;;;;;;;;2.34;;;;;
Апатиты;2020-12-24;;;;;;;;2.34;;;;;
Апатиты;2020-12-25;;;;;;;;2.36;;;;;
Апатиты;2020-12-26;;;;;;;;2.36;;;;;
Апатиты;2020-12-27;;;;;;;;2.39;;;;;
Апатиты;2020-12-28;;;;;;;;2.59;;;;;
Апатиты;2020-12-29;;;;;;;;2.89;;;;;
Апатиты;2020-12-30;;;;;;;;3.03;;;;;
Апатиты;2020-12-31;;;;;;;;3.03;;;;;
Апатиты;2021-01-01;;;;;;;;3.21;;;;;
Апатиты;2021-01-02;;;;;;;;3.40;;;;;
Апатиты;2021-01-03;;;;;;;;3.56;;;;;
Апатиты;2021-01-04;;;;;;;;3.57;;;;;
Апатиты;2021-01-05;;;;;;;;3.47;;;;;
Апатиты;2021-01-06;;;;;;;;3.43;;;;;
Апатиты;2021-01-07;;;;;;;;3.47;;;;;
Апатиты;2021-01-08;;;;;;;;3.31;;;;;
Апатиты;2021-01-09;;;;;;;;3.17;;;;;
Апатиты;2021-01-10;;;;;;;;3.03;;;;;
Апатиты;2021-01-11;;;;;;;;2.87;;;;;
Апатиты;2021-01-12;;;;;;;;2.70;;;;;
Апатиты;2021-01-13;;;;;;;;2.67;;;;;
Апатиты;2021-01-14;;;;;;;;2.64;;;;;
Апатиты;2021-01-15;;;;;;;;2.61;;;;;
Апатиты;2021-01-16;;;;;;;;2.59;;;;;
Апатиты;2021-01-17;;;;;;;;2.57;;;;;
Апатиты;2021-01-18;;;;;;;;2.54;;;;;
Апатиты;2021-01-19;;;;;;;;2.56;;;;;
Апатиты;2021-01-20;;;;;;;;2.57;;;;;
Апатиты;2021-01-21;;;;;;;;2.57;;;;;
Апатиты;2021-01-22;;;;;;;;2.57;;;;;
Апатиты;2021-01-23;;;;;;;;2.59;;;;;
Апатиты;2021-01-24;;;;;;;;2.57;;;;;
Апатиты;2021-01-25;;;;;;;;2.56;;;;;
Апатиты;2021-01-26;;;;;;;;2.54;;;;;
Апатиты;2021-01-27;;;;;;;;2.51;;;;;
Апатиты;2021-01-28;;;;;;;;2.50;;;;;
Апатиты;2021-01-29;;;;;;;;2.51;;;;;
Апатиты;2021-01-30;;;;;;;;2.51;;;;;
Апатиты;2021-01-31;;;;;;;;2.54;;;;;
Апатиты;2021-02-01;;;;;;;;2.54;;;;;
Апатиты;2021-02-02;;;;;;;;2.54;;;;;
Апатиты;2021-02-03;;;;;;;;2.53;;;;;
Апатиты;2021-02-04;;;;;;;;2.54;;;;;
Апатиты;2021-02-05;;;;;;;;2.56;;;;;
Апатиты;2021-02-06;;;;;;;;2.56;;;;;
Апатиты;2021-02-07;;;;;;;;2.54;;;;;
Апатиты;2021-02-08;;;;;;;;2.53;;;;;
Апатиты;2021-02-09;;;;;;;;2.53;;;;;
Апатиты;2021-02-10;;;;;;;;2.56;;;;;
Апатиты;2021-02-11;;;;;;;;2.57;;;;;
Апатиты;2021-02-12;;;;;;;;2.56;;;;;
Апатиты;2021-02-13;;;;;;;;2.54;;;;;
Апатиты;2021-02-14;;;;;;;;2.54;;;;;
Апатиты;2021-02-15;;;;;;;;2.56;;;;;
Апатиты;2021-02-16;;;;;;;;2.57;;;;;
Апатиты;2021-02-17;;;;;;;;2.46;;;;;
Апатиты;2021-02-18;;;;;;;;2.43;;;;;
Апатиты;2021-02-19;;;;;;;;2.59;;;;;
Апатиты;2021-02-20;;;;;;;;2.80;;;;;
Апатиты;2021-02-21;;;;;;;;2.81;;;;;
Апатиты;2021-02-22;;;;;;;;2.81;;;;;
Апатиты;2021-02-23;;;;;;;;2.79;;;;;
Апатиты;2021-02-24;;;;;;;;2.86;;;;;
Апатиты;2021-02-25;;;;;;;;2.84;;;;;
Апатиты;2021-02-26;;;;;;;;2.67;;;;;
Апатиты;2021-02-27;;;;;;;;2.46;;;;;
Апатиты;2021-02-28;;;;;;;;2.43;;;;;
Апатиты;2021-03-01;;;;;;;;2.41;;;;;
Апатиты;2021-03-02;;;;;;;;2.41;;;;;
Апатиты;2021-03-03;;;;;;;;2.41;;;;;
Апатиты;2021-03-04;;;;;;;;2.37;;;;;
Апатиты;2021-03-05;;;;;;;;2.56;;;;;
Апатиты;2021-03-06;;;;;;;;2.56;;;;;
Апатиты;2021-03-07;;;;;;;;2.56;;;;;
Апатиты;2021-03-08;;;;;;;;2.53;;;;;
Апатиты;2021-03-09;;;;;;;;2.50;;;;;
Апатиты;2021-03-10;;;;;;;;2.50;;;;;
Апатиты;2021-03-11;;;;;;;;2.54;;;;;
Апатиты;2021-03-12;;;;;;;;2.33;;;;;
Апатиты;2021-03-13;;;;;;;;2.31;;;;;
Апатиты;2021-03-14;;;;;;;;2.31;;;;;
Апатиты;2021-03-15;;;;;;;;2.33;;;;;
Апатиты;2021-03-16;;;;;;;;2.33;;;;;
Апатиты;2021-03-17;;;;;;;;2.33;;;;;
Апатиты;2021-03-18;;;;;;;;2.31;;;;;
Апатиты;2021-03-19;;;;;;;;2.33;;;;;
Апатиты;2021-03-20;;;;;;;;2.33;;;;;
Апатиты;2021-03-21;;;;;;;;2.30;;;;;
Апатиты;2021-03-22;;;;;;;;2.30;;;;;
Апатиты;2021-03-23;;;;;;;;2.30;;;;;
Апатиты;2021-03-24;;;;;;;;2.30;;;;;
Апатиты;2021-03-25;;;;;;;;2.31;;;;;
Апатиты;2021-03-26;;;;;;;;2.31;;;;;
Апатиты;2021-03-27;;;;;;;;2.31;;;;;
Апатиты;2021-03-28;;;;;;;;2.33;;;;;
Апатиты;2021-03-29;;;;;;;;2.33;;;;;
Апатиты;2021-03-30;;;;;;;;2.34;;;;;
Апатиты;2021-03-31;;;;;;;;2.34;;;;;
Апатиты;2021-04-01;;;;;;;;2.36;;;;;
Апатиты;2021-04-02;;;;;;;;2.36;;;;;
Апатиты;2021-04-03;;;;;;;;2.34;;;;;
Апатиты;2021-04-04;;;;;;;;2.34;;;;;
Апатиты;2021-04-05;;;;;;;;2.33;;;;;
Апатиты;2021-04-06;;;;;;;;2.31;;;;;
Апатиты;2021-04-07;;;;;;;;2.31;;;;;
Апатиты;2021-04-08;;;;;;;;2.29;;;;;
Апатиты;2021-04-09;;;;;;;;2.27;;;;;
Апатиты;2021-04-10;;;;;;;;2.29;;;;;
Апатиты;2021-04-11;;;;;;;;2.29;;;;;
Апатиты;2021-04-12;;;;;;;;2.30;;;;;
Апатиты;2021-04-13;;;;;;;;2.30;;;;;
Апатиты;2021-04-14;;;;;;;;2.29;;;;;
Апатиты;2021-04-15;;;;;;;;2.27;;;;;
Апатиты;2021-04-16;;;;;;;;2.26;;;;;
Апатиты;2021-04-17;;;;;;;;2.21;;;;;
Апатиты;2021-04-18;;;;;;;;2.19;;;;;
Апатиты;2021-04-19;;;;;;;;2.17;;;;;
Апатиты;2021-04-20;;;;;;;;2.14;;;;;
Апатиты;2021-04-21;;;;;;;;2.16;;;;;
Апатиты;2021-04-22;;;;;;;;2.17;;;;;
Апатиты;2021-04-23;;;;;;;;2.17;;;;;
Апатиты;2021-04-24;;;;;;;;2.20;;;;;
Апатиты;2021-04-25;;;;;;;;2.20;;;;;
Апатиты;2021-04-26;;;;;;;;2.20;;;;;
Апатиты;2021-04-27;;;;;;;;2.23;;;;;
Апатиты;2021-04-28;;;;;;;;2.24;;;;;
Апатиты;2021-04-29;;;;;;;;2.23;;;;;
Апатиты;2021-04-30;;;;;;;;2.41;;;;;
Апатиты;2021-05-01;;;;;;;;2.49;;;;;
Апатиты;2021-05-02;;;;;;;;2.59;;;;;
Апатиты;2021-05-03;;;;;;;;2.69;;;;;
Апатиты;2021-05-04;;;;;;;;2.81;;;;;
Апатиты;2021-05-05;;;;;;;;2.81;;;;;
Апатиты;2021-05-06;;;;;;;;2.81;;;;;
Апатиты;2021-05-07;;;;;;;;2.81;;;;;
Апатиты;2021-05-08;;;;;;;;2.73;;;;;
Апатиты;2021-05-09;;;;;;;;2.61;;;;;
Апатиты;2021-05-10;;;;;;;;2.49;;;;;
Апатиты;2021-05-11;;;;;;;;2.33;;;;;
Апатиты;2021-05-12;;;;;;;;2.29;;;;;
Апатиты;2021-05-13;;;;;;;;2.29;;;;;
Апатиты;2021-05-14;;;;;;;;2.09;;;;;
Апатиты;2021-05-15;;;;;;;;2.07;;;;;
Апатиты;2021-05-16;;;;;;;;2.06;;;;;
Апатиты;2021-05-17;;;;;;;;2.04;;;;;
Апатиты;2021-05-18;;;;;;;;2.04;;;;;
Апатиты;2021-05-19;;;;;;;;2.07;;;;;
Апатиты;2021-05-20;;;;;;;;2.07;;;;;
Апатиты;2021-05-21;;;;;;;;2.09;;;;;
Апатиты;2021-05-22;;;;;;;;2.10;;;;;
Апатиты;2021-05-23;;;;;;;;2.13;;;;;
Апатиты;2021-05-24;;;;;;;;2.16;;;;;
Апатиты;2021-05-25;;;;;;;;2.19;;;;;
Апатиты;2021-05-26;;;;;;;;2.16;;;;;
Апатиты;2021-05-27;;;;;;;;2.13;;;;;
Апатиты;2021-05-28;;;;;;;;2.11;;;;;
Апатиты;2021-05-29;;;;;;;;2.10;;;;;
Апатиты;2021-05-30;;;;;;;;2.07;;;;;
Апатиты;2021-05-31;;;;;;;;2.04;;;;;
Апатиты;2021-06-01;;;;;;;;2.00;;;;;
Апатиты;2021-06-02;;;;;;;;1.97;;;;;
Апатиты;2021-06-03;;;;;;;;1.96;;;;;
Апатиты;2021-06-04;;;;;;;;1.96;;;;;
Апатиты;2021-06-05;;;;;;;;1.97;;;;;
Апатиты;2021-06-06;;;;;;;;1.99;;;;;
Апатиты;2021-06-07;;;;;;;;1.99;;;;;
Апатиты;2021-06-08;;;;;;;;2.01;;;;;
Апатиты;2021-06-09;;;;;;;;2.03;;;;;
Апатиты;2021-06-10;;;;;;;;2.06;;;;;
