Регион;Дата;"Запросов ""Вызвать скорую"", единиц на 1 млн";"Запросов ""Лечение коронавируса"", единиц на 1 млн";"Запросов ""Пропало обоняние"", единиц на 1 млн";Заражений всего, на 1 млн человек;Заражений всего, случаев;Заражений за день, на 1 млн человек;Заражений за день, случаев;Индекс самоизоляции;Поисковых запросов о коронавирусе, единиц на 1 млн;Смертей всего, на 1 млн человек;Смертей всего, случаев;Смертей за день, на 1 млн человек;Смертей за день, случаев
Ненецкий АО;2022-04-03;15.5;11.7;0.0;174173.7;7216.7;148.3;6.1;;12.8;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-04;10.4;11.7;0.0;174308.2;7222.3;134.5;5.6;;12.9;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-05;10.4;8.9;0.0;174425.4;7227.1;117.2;4.9;;11.9;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-06;10.5;5.7;3.3;174535.8;7231.7;110.3;4.6;;9.8;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-07;10.5;5.8;3.3;174635.7;7235.9;100.0;4.1;;9.6;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-08;10.5;5.8;3.3;174732.3;7239.9;96.5;4.0;;10.0;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-09;10.5;15.4;3.3;174821.9;7243.6;89.6;3.7;;10.3;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-10;8.2;17.8;5.7;174911.6;7247.3;89.6;3.7;;10.0;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-11;12.7;17.8;5.7;174994.3;7250.7;82.7;3.4;;9.9;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-12;12.7;17.8;8.4;175080.5;7254.3;86.2;3.6;;9.7;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-13;9.4;17.8;8.4;175166.7;7257.9;86.2;3.6;;10.8;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-14;9.4;14.8;8.4;175256.3;7261.6;89.6;3.7;;10.4;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-15;11.7;17.1;8.4;175349.4;7265.4;93.1;3.9;;11.4;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-16;9.3;7.4;8.4;175446.0;7269.4;96.5;4.0;;10.9;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-17;11.6;7.3;8.2;175546.0;7273.6;100.0;4.1;;12.4;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-18;4.6;9.7;15.5;175659.7;7278.3;113.8;4.7;;12.4;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-19;4.6;7.0;12.8;175773.5;7283.0;113.8;4.7;;12.1;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-20;4.6;7.0;22.5;175887.3;7287.7;113.8;4.7;;11.6;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-21;4.6;15.7;25.4;176001.1;7292.4;113.8;4.7;;12.8;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-22;2.3;13.4;27.7;176111.4;7297.0;110.3;4.6;;11.4;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-23;2.3;13.4;27.7;176221.7;7301.6;110.3;4.6;;12.1;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-24;2.3;15.8;25.4;176325.2;7305.9;103.4;4.3;;10.6;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-25;4.7;13.3;18.2;176421.7;7309.9;96.5;4.0;;11.6;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-26;4.7;18.6;26.1;176511.4;7313.6;89.6;3.7;;13.3;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-27;7.9;25.0;13.1;176597.5;7317.1;86.2;3.6;;13.5;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-28;7.9;16.3;13.5;176683.7;7320.7;86.2;3.6;;11.8;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-29;7.9;16.3;11.2;176766.5;7324.1;82.7;3.4;;11.8;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-04-30;7.9;16.3;11.2;176838.9;7327.1;72.4;3.0;;10.5;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-01;5.6;11.7;11.2;176897.5;7329.6;58.6;2.4;;10.7;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-02;3.2;11.7;11.2;176949.2;7331.7;51.7;2.1;;9.7;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-03;6.0;6.4;11.6;176997.5;7333.7;48.3;2.0;;9.9;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-04;6.0;9.8;14.9;177038.9;7335.4;41.4;1.7;;10.8;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-05;12.6;13.1;11.6;177073.3;7336.9;34.5;1.4;;12.7;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-06;12.6;13.1;11.6;177100.9;7338.0;27.6;1.1;;11.8;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-07;15.5;13.1;17.4;177128.5;7339.1;27.6;1.1;;12.2;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-08;15.5;13.1;17.4;177156.1;7340.3;27.6;1.1;;12.1;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-09;20.4;18.0;17.4;177176.8;7341.1;20.7;0.9;;12.5;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-10;17.6;18.0;9.1;177200.9;7342.1;24.1;1.0;;11.3;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-11;18.1;15.6;5.9;177228.5;7343.3;27.6;1.1;;10.1;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-12;11.5;15.2;8.8;177256.1;7344.4;27.6;1.1;;9.9;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-13;11.5;19.9;8.8;177290.6;7345.9;34.5;1.4;;11.3;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-14;8.6;19.9;5.3;177328.5;7347.4;37.9;1.6;;11.1;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-15;11.0;24.8;5.3;177369.9;7349.1;41.4;1.7;;11.1;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-16;6.1;19.9;7.9;177418.1;7351.1;48.3;2.0;;10.2;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-17;6.1;22.7;7.9;177459.5;7352.9;41.4;1.7;;9.8;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-18;5.7;15.4;11.2;177494.0;7354.3;34.5;1.4;;9.4;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-19;8.7;15.4;8.3;177525.0;7355.6;31.0;1.3;;9.2;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-20;8.7;10.7;8.3;177549.1;7356.6;24.1;1.0;;8.6;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-21;13.7;13.2;8.4;177569.8;7357.4;20.7;0.9;;10.7;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-22;11.3;8.3;11.1;177590.5;7358.3;20.7;0.9;;13.6;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-23;11.3;11.1;11.3;177611.2;7359.1;20.7;0.9;;14.1;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-24;11.3;11.2;11.3;177631.9;7360.0;20.7;0.9;;15.5;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-25;8.0;11.2;8.0;177652.6;7360.9;20.7;0.9;;15.3;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-26;5.0;8.2;8.0;177673.3;7361.7;20.7;0.9;;14.7;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-27;5.0;11.0;13.6;177694.0;7362.6;20.7;0.9;;15.7;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-28;0.0;8.5;11.1;177714.6;7363.4;20.7;0.9;;14.5;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-29;0.0;11.4;8.4;177738.8;7364.4;24.1;1.0;;12.0;2413.5;100.0;0.0;0.0
Ненецкий АО;2022-05-30;0.0;8.6;5.6;177762.9;7365.4;24.1;1.0;;12.0;2416.9;100.1;3.4;0.1
Ненецкий АО;2022-05-31;0.0;8.6;14.6;177790.5;7366.6;27.6;1.1;;11.0;2420.4;100.3;3.4;0.1
Ненецкий АО;2022-06-01;0.0;12.2;14.6;177821.5;7367.9;31.0;1.3;;11.0;2423.8;100.4;3.4;0.1
Ненецкий АО;2022-06-02;7.2;12.2;14.6;177859.5;7369.4;37.9;1.6;;12.3;2427.3;100.6;3.4;0.1
Ненецкий АО;2022-06-03;13.0;23.8;9.0;177904.3;7371.3;44.8;1.9;;12.1;2430.7;100.7;3.4;0.1
Ненецкий АО;2022-06-04;13.0;29.7;11.9;177952.5;7373.3;48.3;2.0;;13.0;2434.2;100.9;3.4;0.1
Ненецкий АО;2022-06-05;13.0;26.8;17.6;178000.8;7375.3;48.3;2.0;;12.8;2437.6;101.0;3.4;0.1
Ненецкий АО;2022-06-06;13.0;32.5;17.6;178045.6;7377.1;44.8;1.9;;13.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-07;13.0;29.5;8.6;178087.0;7378.9;41.4;1.7;;12.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-08;13.0;25.9;8.6;178124.9;7380.4;37.9;1.6;;11.6;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-09;9.3;25.9;8.6;178156.0;7381.7;31.0;1.3;;10.6;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-10;10.5;15.0;12.1;178180.1;7382.7;24.1;1.0;;10.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-11;10.5;12.0;9.1;178200.8;7383.6;20.7;0.9;;8.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-12;13.4;17.9;3.5;178218.0;7384.3;17.2;0.7;;9.7;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-13;13.4;12.2;3.5;178231.8;7384.9;13.8;0.6;;9.6;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-14;13.4;15.3;3.5;178242.2;7385.3;10.3;0.4;;9.7;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-15;13.4;19.0;7.1;178256.0;7385.9;13.8;0.6;;10.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-16;9.9;19.0;7.1;178266.3;7386.3;10.3;0.4;;9.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-17;6.0;18.5;3.7;178276.6;7386.7;10.3;0.4;;9.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-18;14.7;15.7;6.6;178287.0;7387.1;10.3;0.4;;10.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-19;14.8;15.8;6.6;178297.3;7387.6;10.3;0.4;;11.2;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-20;14.8;18.8;6.6;178307.7;7388.0;10.3;0.4;;10.6;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-21;14.8;25.7;6.6;178318.0;7388.4;10.3;0.4;;11.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-22;14.8;25.8;2.9;178324.9;7388.7;6.9;0.3;;12.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-23;22.4;25.8;2.9;178331.8;7389.0;6.9;0.3;;13.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-24;19.4;22.8;2.9;178338.7;7389.3;6.9;0.3;;14.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-25;13.7;25.9;0.0;178345.6;7389.6;6.9;0.3;;13.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-26;13.9;19.9;0.0;178355.9;7390.0;10.3;0.4;;12.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-27;13.9;20.2;3.3;178373.2;7390.7;17.2;0.7;;13.2;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-28;13.9;13.5;9.8;178393.9;7391.6;20.7;0.9;;14.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-29;13.9;9.7;9.8;178414.6;7392.4;20.7;0.9;;13.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-06-30;6.4;9.7;9.8;178435.2;7393.3;20.7;0.9;;14.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-01;6.4;13.3;9.8;178455.9;7394.1;20.7;0.9;;13.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-02;10.2;13.6;13.3;178480.1;7395.1;24.1;1.0;;15.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-03;10.4;13.6;16.7;178500.7;7396.0;20.7;0.9;;15.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-04;10.4;10.3;13.5;178521.4;7396.9;20.7;0.9;;14.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-05;10.4;10.5;6.9;178549.0;7398.0;27.6;1.1;;14.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-06;18.7;10.5;11.1;178576.6;7399.1;27.6;1.1;;14.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-07;22.8;10.5;27.5;178607.6;7400.4;31.0;1.3;;14.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-08;22.8;6.9;27.5;178638.7;7401.7;31.0;1.3;;15.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-09;19.2;6.8;24.1;178669.7;7403.0;31.0;1.3;;13.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-10;15.8;10.2;20.6;178704.2;7404.4;34.5;1.4;;12.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-11;15.8;13.6;20.6;178742.1;7406.0;37.9;1.6;;13.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-12;33.4;10.2;20.6;178776.6;7407.4;34.5;1.4;;13.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-13;33.9;10.2;20.8;178817.9;7409.1;41.4;1.7;;14.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-14;33.9;10.2;4.4;178862.8;7411.0;44.8;1.9;;12.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-15;37.3;13.6;11.2;178907.6;7412.9;44.8;1.9;;13.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-16;37.4;13.7;11.2;178952.4;7414.7;44.8;1.9;;14.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-17;37.4;10.3;11.2;178993.8;7416.4;41.4;1.7;;14.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-18;37.4;10.5;11.2;179028.3;7417.9;34.5;1.4;;14.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-19;19.8;10.5;11.2;179055.8;7419.0;27.6;1.1;;12.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-20;15.1;18.7;6.8;179073.1;7419.7;17.2;0.7;;11.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-21;11.0;26.9;10.9;179086.9;7420.3;13.8;0.6;;11.6;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-22;7.6;30.5;4.1;179100.7;7420.9;13.8;0.6;;9.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-23;4.1;37.7;4.1;179111.0;7421.3;10.3;0.4;;10.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-24;7.6;37.7;4.1;179121.4;7421.7;10.3;0.4;;11.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-25;7.6;37.6;4.1;179128.3;7422.0;6.9;0.3;;11.7;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-26;7.6;41.2;4.1;179135.1;7422.3;6.9;0.3;;14.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-27;3.5;33.0;4.1;179142.0;7422.6;6.9;0.3;;13.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-28;3.5;24.8;0.0;179145.5;7422.7;3.4;0.1;;13.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-29;7.2;21.5;0.0;179148.9;7422.9;3.4;0.1;;15.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-30;10.7;17.9;0.0;179152.4;7423.0;3.4;0.1;;14.6;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-07-31;7.2;25.2;0.0;179159.3;7423.3;6.9;0.3;;15.7;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-01;7.2;21.7;0.0;179173.1;7423.9;13.8;0.6;;17.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-02;11.0;29.3;0.0;179190.3;7424.6;17.2;0.7;;17.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-03;15.7;34.0;4.7;179211.0;7425.4;20.7;0.9;;18.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-04;20.3;43.3;4.7;179231.7;7426.3;20.7;0.9;;19.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-05;20.3;50.6;4.7;179252.4;7427.1;20.7;0.9;;20.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-06;16.7;50.6;4.7;179276.5;7428.1;24.1;1.0;;19.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-07;16.7;50.5;4.7;179300.6;7429.1;24.1;1.0;;21.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-08;16.7;54.1;8.3;179317.9;7429.9;17.2;0.7;;22.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-09;13.0;46.6;8.3;179338.6;7430.7;20.7;0.9;;22.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-10;12.5;41.8;3.6;179376.5;7432.3;37.9;1.6;;22.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-11;7.9;36.9;8.0;179421.3;7434.1;44.8;1.9;;24.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-12;4.2;40.0;8.0;179466.1;7436.0;44.8;1.9;;24.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-13;11.1;32.9;8.0;179511.0;7437.9;44.8;1.9;;25.2;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-14;18.6;29.4;8.0;179555.8;7439.7;44.8;1.9;;22.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-15;18.6;25.8;4.4;179614.4;7442.1;58.6;2.4;;22.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-16;18.6;33.1;4.4;179679.9;7444.9;65.5;2.7;;20.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-17;23.7;33.1;4.4;179742.0;7447.4;62.1;2.6;;19.7;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-18;23.7;33.2;0.0;179804.0;7450.0;62.1;2.6;;19.2;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-19;27.3;30.0;0.0;179869.5;7452.7;65.5;2.7;;20.2;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-20;23.9;33.5;3.5;179935.0;7455.4;65.5;2.7;;20.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-21;20.5;33.8;3.5;180017.8;7458.9;82.7;3.4;;20.2;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-22;27.5;47.8;7.0;180117.8;7463.0;100.0;4.1;;22.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-23;27.5;47.6;7.0;180279.8;7469.7;162.0;6.7;;23.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-24;18.1;56.8;7.0;180459.1;7477.1;179.3;7.4;;26.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-25;18.1;56.6;11.3;180655.6;7485.3;196.5;8.1;;25.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-26;14.6;62.6;11.3;180866.0;7494.0;210.3;8.7;;24.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-27;14.5;79.5;11.2;181086.6;7503.1;220.7;9.1;;25.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-28;13.8;96.1;11.2;181324.5;7513.0;237.9;9.9;;27.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-29;6.8;85.6;7.7;181590.0;7524.0;265.5;11.0;;26.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-30;10.3;88.4;7.7;181814.1;7533.3;224.1;9.3;;25.7;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-08-31;10.3;79.2;7.7;182031.3;7542.3;217.2;9.0;;22.6;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-01;10.3;74.9;3.4;182258.9;7551.7;227.6;9.4;;24.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-02;10.3;67.4;6.4;182489.9;7561.3;231.0;9.6;;22.7;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-03;9.7;55.4;3.0;182741.6;7571.7;251.7;10.4;;20.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-04;6.2;54.4;5.9;182993.3;7582.1;251.7;10.4;;20.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-05;9.0;73.0;5.9;183269.1;7593.6;275.8;11.4;;25.2;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-06;8.7;68.7;9.0;183596.6;7607.1;327.5;13.6;;27.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-07;8.7;72.5;16.6;184000.0;7623.9;403.4;16.7;;30.5;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-08;8.7;79.3;23.4;184420.7;7641.3;420.6;17.4;;30.7;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-09;11.3;78.0;25.6;184875.8;7660.1;455.1;18.9;;32.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-10;13.6;79.9;28.1;185344.7;7679.6;468.9;19.4;;32.2;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-11;13.6;62.9;28.1;185861.9;7701.0;517.2;21.4;;32.7;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-12;13.6;51.9;28.1;186406.6;7723.6;544.8;22.6;;27.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-13;16.7;51.8;31.1;186961.7;7746.6;555.1;23.0;;27.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-14;20.6;55.9;23.5;187503.0;7769.0;541.3;22.4;;26.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-15;20.6;59.4;27.0;188071.9;7792.6;568.9;23.6;;24.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-16;18.0;62.8;21.8;188654.6;7816.7;582.7;24.1;;25.2;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-17;15.6;65.9;27.3;189264.9;7842.0;610.3;25.3;;26.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-18;18.2;73.8;24.5;189882.0;7867.6;617.2;25.6;;25.6;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-19;15.5;71.1;24.5;190475.0;7892.1;593.0;24.6;;26.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-20;12.6;61.9;21.7;191064.6;7916.6;589.6;24.4;;23.6;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-21;8.7;61.8;21.7;191643.9;7940.6;579.2;24.0;;24.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-22;12.1;54.9;21.6;192209.3;7964.0;565.4;23.4;;24.3;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-23;14.8;54.7;24.4;192760.9;7986.9;551.7;22.9;;24.8;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-24;12.2;44.0;16.3;193298.8;8009.1;537.9;22.3;;22.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-25;9.5;47.1;16.3;193774.6;8028.9;475.8;19.7;;23.0;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-26;12.2;44.1;27.0;194212.5;8047.0;437.9;18.1;;23.4;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-27;8.8;62.6;23.7;194595.2;8062.9;382.7;15.9;;24.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-28;12.3;61.7;27.2;194946.9;8077.4;351.7;14.6;;25.1;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-29;12.2;61.6;26.8;195267.5;8090.7;320.6;13.3;;25.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-09-30;9.4;50.5;24.0;195553.7;8102.6;286.2;11.9;;23.9;2437.6;101.0;0.0;0.0
Ненецкий АО;2022-10-01;12.2;47.9;24.0;195805.4;8113.0;251.7;10.4;;23.1;2441.1;101.1;3.4;0.1
Ненецкий АО;2022-10-02;12.2;34.1;24.0;196043.3;8122.9;237.9;9.9;;21.4;2444.5;101.3;3.4;0.1
Ненецкий АО;2022-10-03;9.5;28.7;13.3;196267.4;8132.1;224.1;9.3;;21.8;2448.0;101.4;3.4;0.1
Ненецкий АО;2022-10-04;12.6;13.3;13.3;196481.2;8141.0;213.8;8.9;;22.0;2451.4;101.6;3.4;0.1
Ненецкий АО;2022-10-05;12.6;16.9;9.8;196667.3;8148.7;186.2;7.7;;21.5;2454.9;101.7;3.4;0.1
Ненецкий АО;2022-10-06;12.4;13.6;0.0;196832.8;8155.6;165.5;6.9;;21.2;2458.3;101.9;3.4;0.1
Ненецкий АО;2022-10-07;12.4;13.6;6.8;196991.4;8162.1;158.6;6.6;;22.3;2461.7;102.0;3.4;0.1
Ненецкий АО;2022-10-08;9.7;18.6;6.8;197132.8;8168.0;141.4;5.9;;25.3;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-09;14.9;23.9;9.4;197267.3;8173.6;134.5;5.6;;27.0;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-10;14.9;29.0;9.4;197387.9;8178.6;120.7;5.0;;24.4;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-11;17.8;28.9;9.4;197494.8;8183.0;106.9;4.4;;22.5;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-12;14.3;21.8;16.4;197591.4;8187.0;96.5;4.0;;21.8;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-13;11.2;21.8;16.4;197681.0;8190.7;89.6;3.7;;21.5;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-14;13.7;21.8;9.6;197767.2;8194.3;86.2;3.6;;18.9;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-15;13.7;16.8;12.1;197849.9;8197.7;82.7;3.4;;16.5;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-16;11.0;14.2;9.5;197929.2;8201.0;79.3;3.3;;13.7;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-17;13.6;9.0;9.5;197994.7;8203.7;65.5;2.7;;13.6;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-18;7.7;12.1;9.5;198056.8;8206.3;62.1;2.6;;13.4;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-19;11.2;8.6;2.5;198115.4;8208.7;58.6;2.4;;11.1;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-20;14.4;8.6;2.5;198174.0;8211.1;58.6;2.4;;9.6;2461.7;102.0;0.0;0.0
Ненецкий АО;2022-10-21;14.5;8.6;2.5;198225.7;8213.3;51.7;2.1;;10.1;2461.7;102.0;0.0;0.0
