SRC,DST,FRAME,migranty,sname,dname
34640000,47730000,100,1,Солигаличский район,Североморск
34642000,4729000,100,1,Судиславский район,Норильск
34642000,11701000,100,1,Судиславский район,Архангельск
34642000,47719000,100,2,Судиславский район,Полярные Зори
34642000,86706000,100,1,Судиславский район,Костомукша
34644000,11730000,100,1,Сусанинский район,Северодвинск
34644000,47701000,100,1,Сусанинский район,Мурманск
34644000,47737000,100,3,Сусанинский район,Александровск
34644000,71958000,100,1,Сусанинский район,Ноябрьск
34646000,11730000,100,2,Чухломский район,Северодвинск
34646000,47701000,100,1,Чухломский район,Мурманск
34646000,47703000,100,2,Чухломский район,Ковдорский район
34646000,47705000,100,1,Чухломский район,Апатиты
34646000,47712000,100,1,Чухломский район,Кировск
34646000,47715000,100,1,Чухломский район,Мончегорск
34646000,71916000,100,1,Чухломский район,Надымский район
34646000,87710000,100,1,Чухломский район,Воркута
34646000,87715000,100,1,Чухломский район,Инта
34648000,11701000,100,5,Шарьинский район,Архангельск
34648000,47701000,100,2,Шарьинский район,Мурманск
34648000,47703000,100,1,Шарьинский район,Ковдорский район
34648000,47705000,100,1,Шарьинский район,Апатиты
34648000,86706000,100,1,Шарьинский район,Костомукша
34701000,4653000,100,2,Кострома,Диксонский район
34701000,4729000,100,2,Кострома,Норильск
34701000,11701000,100,12,Кострома,Архангельск
34701000,11715000,100,2,Кострома,Новодвинск
34701000,11730000,100,5,Кострома,Северодвинск
34701000,11851000,100,4,Кострома,Нарьян-Мар
34701000,47605000,100,1,Кострома,Кольский район
34701000,47608000,100,4,Кострома,Кандалакша
34701000,47615000,100,1,Кострома,Печенгский район
34701000,47701000,100,39,Кострома,Мурманск
34701000,47703000,100,2,Кострома,Ковдорский район
34701000,47705000,100,1,Кострома,Апатиты
34701000,47712000,100,2,Кострома,Кировск
34701000,47715000,100,3,Кострома,Мончегорск
34701000,47717000,100,3,Кострома,Оленегорск
34701000,47730000,100,7,Кострома,Североморск
34701000,47737000,100,3,Кострома,Александровск
34701000,71920000,100,2,Кострома,Пуровский район
34701000,71923000,100,1,Кострома,Тазовский район
34701000,71952000,100,2,Кострома,Губкинский
34701000,71953000,100,1,Кострома,Лабытнанги
34701000,71956000,100,1,Кострома,Новый Уренгой
34701000,71958000,100,2,Кострома,Ноябрьск
34701000,87652000,100,1,Кострома,Усть-Цилемский район
34701000,87710000,100,3,Кострома,Воркута
34705000,4729000,100,1,Буй,Норильск
34705000,11701000,100,3,Буй,Архангельск
34705000,11730000,100,6,Буй,Северодвинск
34705000,47615000,100,1,Буй,Печенгский район
34705000,47701000,100,5,Буй,Мурманск
34705000,47712000,100,2,Буй,Кировск
34705000,47715000,100,1,Буй,Мончегорск
34705000,47717000,100,1,Буй,Оленегорск
34705000,86621000,100,1,Буй,Лоухский
34705000,86645000,100,1,Буй,Сегежский район
34705000,87710000,100,1,Буй,Воркута
34705000,87723000,100,1,Буй,Усинск
34706000,11701000,100,2,Волгореченск,Архангельск
34706000,11715000,100,1,Волгореченск,Новодвинск
34706000,47701000,100,1,Волгореченск,Мурманск
34706000,47719000,100,1,Волгореченск,Полярные Зори
34706000,71952000,100,1,Волгореченск,Губкинский
34706000,71958000,100,1,Волгореченск,Ноябрьск
34706000,86706000,100,1,Волгореченск,Костомукша
34708000,4729000,100,3,Галич,Норильск
34708000,11701000,100,1,Галич,Архангельск
34708000,11715000,100,1,Галич,Новодвинск
34708000,11730000,100,2,Галич,Северодвинск
34708000,47701000,100,3,Галич,Мурманск
34708000,47703000,100,1,Галич,Ковдорский район
34708000,47705000,100,1,Галич,Апатиты
34708000,47715000,100,1,Галич,Мончегорск
34708000,47717000,100,1,Галич,Оленегорск
34708000,47719000,100,2,Галич,Полярные Зори
34708000,71916000,100,1,Галич,Надымский район
34708000,77701000,100,1,Галич,Анадырь
34708000,86621000,100,1,Галич,Лоухский
34708000,87710000,100,2,Галич,Воркута
34708000,87723000,100,1,Галич,Усинск
34714000,11701000,100,2,Мантурово,Архангельск
34714000,11715000,100,1,Мантурово,Новодвинск
34714000,11730000,100,1,Мантурово,Северодвинск
34714000,47605000,100,1,Мантурово,Кольский район
34714000,47701000,100,12,Мантурово,Мурманск
34714000,47715000,100,1,Мантурово,Мончегорск
34714000,47730000,100,3,Мантурово,Североморск
34714000,47735000,100,1,Мантурово,Видяево
34714000,71916000,100,1,Мантурово,Надымский район
34714000,71920000,100,1,Мантурово,Пуровский район
34714000,71958000,100,2,Мантурово,Ноябрьск
34714000,86706000,100,2,Мантурово,Костомукша
34714000,87710000,100,3,Мантурово,Воркута
34714000,87715000,100,2,Мантурово,Инта
34714000,87723000,100,1,Мантурово,Усинск
34730000,11701000,100,8,Шарья,Архангельск
34730000,11715000,100,2,Шарья,Новодвинск
34730000,11730000,100,3,Шарья,Северодвинск
34730000,47605000,100,1,Шарья,Кольский район
34730000,47610000,100,1,Шарья,Ловозерский район
34730000,47615000,100,2,Шарья,Печенгский район
34730000,47701000,100,15,Шарья,Мурманск
34730000,47705000,100,3,Шарья,Апатиты
34730000,47712000,100,2,Шарья,Кировск
34730000,47717000,100,1,Шарья,Оленегорск
34730000,47719000,100,2,Шарья,Полярные Зори
34730000,47730000,100,3,Шарья,Североморск
34730000,47737000,100,3,Шарья,Александровск
34730000,71953000,100,1,Шарья,Лабытнанги
34730000,71956000,100,2,Шарья,Новый Уренгой
34730000,71958000,100,1,Шарья,Ноябрьск
34730000,86645000,100,1,Шарья,Сегежский район
34730000,86706000,100,1,Шарья,Костомукша
34730000,87710000,100,1,Шарья,Воркута
34730000,87715000,100,1,Шарья,Инта
34730000,87723000,100,2,Шарья,Усинск
35604000,4729000,100,1,Бахчисарайский район,Норильск
35604000,11730000,100,1,Бахчисарайский район,Северодвинск
35604000,47701000,100,9,Бахчисарайский район,Мурманск
35604000,71916000,100,1,Бахчисарайский район,Надымский район
35604000,71918000,100,1,Бахчисарайский район,Приуральский район
35604000,71920000,100,1,Бахчисарайский район,Пуровский район
35604000,71952000,100,1,Бахчисарайский район,Губкинский
35604000,71953000,100,3,Бахчисарайский район,Лабытнанги
35604000,71956000,100,2,Бахчисарайский район,Новый Уренгой
35604000,71958000,100,4,Бахчисарайский район,Ноябрьск
35607000,4729000,100,3,Белогорский район,Норильск
35607000,11701000,100,3,Белогорский район,Архангельск
35607000,11730000,100,2,Белогорский район,Северодвинск
35607000,47620000,100,1,Белогорский район,Терский район
35607000,47701000,100,4,Белогорский район,Мурманск
35607000,47705000,100,1,Белогорский район,Апатиты
35607000,47712000,100,1,Белогорский район,Кировск
35607000,47730000,100,1,Белогорский район,Североморск
35607000,47737000,100,3,Белогорский район,Александровск
35607000,71918000,100,1,Белогорский район,Приуральский район
35607000,71920000,100,1,Белогорский район,Пуровский район
35607000,71952000,100,1,Белогорский район,Губкинский
35607000,71955000,100,2,Белогорский район,Муравленко
35607000,77701000,100,1,Белогорский район,Анадырь
35607000,86706000,100,1,Белогорский район,Костомукша
35607000,87715000,100,1,Белогорский район,Инта
35611000,4653000,100,1,Джанкойский район,Диксонский район
35611000,11701000,100,2,Джанкойский район,Архангельск
35611000,11712000,100,1,Джанкойский район,Новая Земля
35611000,11730000,100,1,Джанкойский район,Северодвинск
35611000,47701000,100,5,Джанкойский район,Мурманск
35611000,47705000,100,1,Джанкойский район,Апатиты
35611000,47715000,100,1,Джанкойский район,Мончегорск
35611000,47719000,100,1,Джанкойский район,Полярные Зори
35611000,47730000,100,2,Джанкойский район,Североморск
35611000,47737000,100,1,Джанкойский район,Александровск
35611000,71916000,100,1,Джанкойский район,Надымский район
35611000,71920000,100,1,Джанкойский район,Пуровский район
35611000,71928000,100,1,Джанкойский район,Ямальский район
35611000,71952000,100,1,Джанкойский район,Губкинский
35611000,71956000,100,1,Джанкойский район,Новый Уренгой
35611000,71958000,100,1,Джанкойский район,Ноябрьск
35611000,77701000,100,1,Джанкойский район,Анадырь
35611000,87723000,100,1,Джанкойский район,Усинск
35616000,11715000,100,1,Кировский район,Новодвинск
35616000,11851000,100,1,Кировский район,Нарьян-Мар
35616000,47608000,100,1,Кировский район,Кандалакша
35616000,47701000,100,4,Кировский район,Мурманск
35616000,47733000,100,1,Кировский район,Заозерск
35616000,47737000,100,3,Кировский район,Александровск
35616000,71916000,100,2,Кировский район,Надымский район
35616000,71923000,100,2,Кировский район,Тазовский район
35616000,71951000,100,1,Кировский район,Салехард
35616000,71953000,100,1,Кировский район,Лабытнанги
35616000,71955000,100,2,Кировский район,Муравленко
35616000,71956000,100,4,Кировский район,Новый Уренгой
35616000,71958000,100,3,Кировский район,Ноябрьск
35616000,77701000,100,1,Кировский район,Анадырь
35620000,11642000,100,5,Красногвардейский район,Мезенский район
35620000,11701000,100,2,Красногвардейский район,Архангельск
35620000,11730000,100,1,Красногвардейский район,Северодвинск
35620000,47608000,100,1,Красногвардейский район,Кандалакша
35620000,47610000,100,2,Красногвардейский район,Ловозерский район
35620000,47615000,100,1,Красногвардейский район,Печенгский район
35620000,47701000,100,8,Красногвардейский район,Мурманск
35620000,47715000,100,3,Красногвардейский район,Мончегорск
35620000,47730000,100,2,Красногвардейский район,Североморск
35620000,47733000,100,1,Красногвардейский район,Заозерск
35620000,47737000,100,1,Красногвардейский район,Александровск
35620000,71913000,100,1,Красногвардейский район,Красноселькупский район
35620000,71951000,100,1,Красногвардейский район,Салехард
35620000,71955000,100,1,Красногвардейский район,Муравленко
35620000,71956000,100,4,Красногвардейский район,Новый Уренгой
35623000,11730000,100,1,Красноперекопский район,Северодвинск
35623000,47701000,100,2,Красноперекопский район,Мурманск
35623000,47715000,100,1,Красноперекопский район,Мончегорск
35623000,71955000,100,1,Красноперекопский район,Муравленко
35623000,71958000,100,1,Красноперекопский район,Ноябрьск
35627000,4729000,100,1,Ленинский район,Норильск
35627000,11701000,100,1,Ленинский район,Архангельск
35627000,47701000,100,5,Ленинский район,Мурманск
35627000,47719000,100,1,Ленинский район,Полярные Зори
35627000,47733000,100,1,Ленинский район,Заозерск
35627000,47737000,100,3,Ленинский район,Александровск
35627000,71916000,100,1,Ленинский район,Надымский район
35627000,71951000,100,1,Ленинский район,Салехард
35627000,71952000,100,2,Ленинский район,Губкинский
35627000,71956000,100,1,Ленинский район,Новый Уренгой
35627000,71958000,100,1,Ленинский район,Ноябрьск
35627000,86706000,100,1,Ленинский район,Костомукша
35627000,87710000,100,1,Ленинский район,Воркута
35627000,87723000,100,1,Ленинский район,Усинск
35631000,11646000,100,2,Нижнегорский район,Онежский район
35631000,71956000,100,1,Нижнегорский район,Новый Уренгой
35635000,4729000,100,2,Первомайский район,Норильск
35635000,11701000,100,1,Первомайский район,Архангельск
35635000,11715000,100,1,Первомайский район,Новодвинск
35635000,47701000,100,6,Первомайский район,Мурманск
35635000,47705000,100,1,Первомайский район,Апатиты
35635000,71951000,100,1,Первомайский район,Салехард
35635000,71958000,100,2,Первомайский район,Ноябрьск
35639000,4653000,100,1,Раздольненский район,Диксонский район
35639000,11730000,100,1,Раздольненский район,Северодвинск
35639000,47701000,100,6,Раздольненский район,Мурманск
35639000,47730000,100,1,Раздольненский район,Североморск
35639000,47735000,100,1,Раздольненский район,Видяево
35639000,47737000,100,1,Раздольненский район,Александровск
35639000,71951000,100,1,Раздольненский район,Салехард
35639000,71958000,100,1,Раздольненский район,Ноябрьск
35639000,87710000,100,1,Раздольненский район,Воркута
35643000,11701000,100,1,Сакский район,Архангельск
35643000,11730000,100,1,Сакский район,Северодвинск
35643000,47608000,100,1,Сакский район,Кандалакша
35643000,47701000,100,7,Сакский район,Мурманск
35643000,47730000,100,3,Сакский район,Североморск
35643000,47737000,100,2,Сакский район,Александровск
35643000,71953000,100,1,Сакский район,Лабытнанги
35643000,71956000,100,1,Сакский район,Новый Уренгой
35643000,77609000,100,1,Сакский район,Билибинский район
35643000,86706000,100,1,Сакский район,Костомукша
35647000,4729000,100,1,Симферопольский район,Норильск
35647000,11730000,100,1,Симферопольский район,Северодвинск
35647000,11811000,100,1,Симферопольский район,Заполярный район
35647000,47605000,100,1,Симферопольский район,Кольский район
35647000,47715000,100,1,Симферопольский район,Мончегорск
35647000,47730000,100,2,Симферопольский район,Североморск
35647000,47737000,100,5,Симферопольский район,Александровск
35647000,71916000,100,2,Симферопольский район,Надымский район
35647000,71953000,100,1,Симферопольский район,Лабытнанги
35647000,71958000,100,2,Симферопольский район,Ноябрьск
35652000,4729000,100,2,Советский район,Норильск
35652000,11730000,100,1,Советский район,Северодвинск
35652000,47701000,100,2,Советский район,Мурманск
35652000,47737000,100,3,Советский район,Александровск
35652000,71916000,100,1,Советский район,Надымский район
35652000,71958000,100,3,Советский район,Ноябрьск
35656000,4729000,100,2,Черноморский район,Норильск
35656000,11730000,100,1,Черноморский район,Северодвинск
35656000,11851000,100,1,Черноморский район,Нарьян-Мар
35656000,47615000,100,1,Черноморский район,Печенгский район
35656000,47701000,100,7,Черноморский район,Мурманск
35656000,47703000,100,1,Черноморский район,Ковдорский район
35656000,47705000,100,2,Черноморский район,Апатиты
35656000,47733000,100,1,Черноморский район,Заозерск
35656000,47737000,100,3,Черноморский район,Александровск
35656000,71916000,100,1,Черноморский район,Надымский район
35656000,71951000,100,2,Черноморский район,Салехард
35656000,71956000,100,1,Черноморский район,Новый Уренгой
35656000,87710000,100,1,Черноморский район,Воркута
35701000,4653000,100,1,Симферополь,Диксонский район
35701000,4729000,100,7,Симферополь,Норильск
35701000,11642000,100,1,Симферополь,Мезенский район
35701000,11701000,100,2,Симферополь,Архангельск
35701000,11715000,100,1,Симферополь,Новодвинск
35701000,11730000,100,6,Симферополь,Северодвинск
35701000,47701000,100,26,Симферополь,Мурманск
35701000,47703000,100,1,Симферополь,Ковдорский район
35701000,47712000,100,1,Симферополь,Кировск
35701000,47715000,100,2,Симферополь,Мончегорск
35701000,47717000,100,2,Симферополь,Оленегорск
35701000,47719000,100,3,Симферополь,Полярные Зори
35701000,47730000,100,8,Симферополь,Североморск
35701000,47737000,100,5,Симферополь,Александровск
35701000,71916000,100,2,Симферополь,Надымский район
35701000,71918000,100,1,Симферополь,Приуральский район
35701000,71920000,100,1,Симферополь,Пуровский район
35701000,71952000,100,1,Симферополь,Губкинский
35701000,71955000,100,2,Симферополь,Муравленко
35701000,71956000,100,8,Симферополь,Новый Уренгой
35701000,71958000,100,11,Симферополь,Ноябрьск
35701000,77603000,100,1,Симферополь,Анадырский район
35701000,77630000,100,1,Симферополь,Чаунский район
35701000,77701000,100,4,Симферополь,Анадырь
35701000,87710000,100,2,Симферополь,Воркута
35701000,87723000,100,3,Симферополь,Усинск
35701000,98606000,100,1,Симферополь,Аллаиховский район
35703000,4729000,100,1,Алушта,Норильск
35703000,11730000,100,2,Алушта,Северодвинск
35703000,47701000,100,5,Алушта,Мурманск
35703000,47715000,100,1,Алушта,Мончегорск
35703000,47717000,100,1,Алушта,Оленегорск
35703000,71916000,100,3,Алушта,Надымский район
35703000,71956000,100,3,Алушта,Новый Уренгой
35703000,71958000,100,1,Алушта,Ноябрьск
35703000,87710000,100,1,Алушта,Воркута
35706000,4729000,100,1,Армянск,Норильск
35706000,47608000,100,1,Армянск,Кандалакша
35706000,47701000,100,2,Армянск,Мурманск
35706000,47730000,100,1,Армянск,Североморск
35706000,47737000,100,1,Армянск,Александровск
35706000,71953000,100,2,Армянск,Лабытнанги
35706000,71955000,100,3,Армянск,Муравленко
35706000,71956000,100,2,Армянск,Новый Уренгой
35706000,71958000,100,2,Армянск,Ноябрьск
35709000,4729000,100,1,Джанкой,Норильск
35709000,11648000,100,1,Джанкой,Пинежский район
35709000,11701000,100,1,Джанкой,Архангельск
35709000,47701000,100,11,Джанкой,Мурманск
35709000,47715000,100,2,Джанкой,Мончегорск
35709000,47730000,100,3,Джанкой,Североморск
35709000,47737000,100,2,Джанкой,Александровск
35709000,71952000,100,2,Джанкой,Губкинский
35709000,71956000,100,1,Джанкой,Новый Уренгой
35712000,4729000,100,3,Евпатория,Норильск
35712000,11701000,100,4,Евпатория,Архангельск
35712000,11730000,100,2,Евпатория,Северодвинск
35712000,47615000,100,1,Евпатория,Печенгский район
35712000,47701000,100,9,Евпатория,Мурманск
35712000,47715000,100,1,Евпатория,Мончегорск
35712000,47719000,100,1,Евпатория,Полярные Зори
35712000,47730000,100,10,Евпатория,Североморск
35712000,47733000,100,3,Евпатория,Заозерск
35712000,47737000,100,3,Евпатория,Александровск
35712000,71920000,100,2,Евпатория,Пуровский район
35712000,71951000,100,2,Евпатория,Салехард
35712000,71952000,100,1,Евпатория,Губкинский
35712000,71953000,100,1,Евпатория,Лабытнанги
35712000,71955000,100,1,Евпатория,Муравленко
35712000,71956000,100,2,Евпатория,Новый Уренгой
35712000,71958000,100,1,Евпатория,Ноябрьск
35712000,87723000,100,2,Евпатория,Усинск
35715000,4729000,100,10,Керчь,Норильск
35715000,11701000,100,8,Керчь,Архангельск
35715000,11730000,100,1,Керчь,Северодвинск
35715000,47608000,100,1,Керчь,Кандалакша
35715000,47701000,100,27,Керчь,Мурманск
35715000,47703000,100,1,Керчь,Ковдорский район
35715000,47712000,100,1,Керчь,Кировск
35715000,47715000,100,3,Керчь,Мончегорск
35715000,47730000,100,3,Керчь,Североморск
35715000,47733000,100,2,Керчь,Заозерск
35715000,47737000,100,7,Керчь,Александровск
35715000,71916000,100,3,Керчь,Надымский район
35715000,71920000,100,6,Керчь,Пуровский район
35715000,71951000,100,3,Керчь,Салехард
35715000,71952000,100,2,Керчь,Губкинский
35715000,71956000,100,3,Керчь,Новый Уренгой
35715000,71958000,100,4,Керчь,Ноябрьск
35715000,77701000,100,1,Керчь,Анадырь
35715000,86706000,100,3,Керчь,Костомукша
35715000,87710000,100,6,Керчь,Воркута
35715000,87715000,100,1,Керчь,Инта
35715000,87723000,100,1,Керчь,Усинск
35718000,11638000,100,1,Красноперекопск,Лешуконский район
35718000,11701000,100,1,Красноперекопск,Архангельск
35718000,11715000,100,1,Красноперекопск,Новодвинск
35718000,11851000,100,1,Красноперекопск,Нарьян-Мар
35718000,47608000,100,1,Красноперекопск,Кандалакша
35718000,47701000,100,4,Красноперекопск,Мурманск
35718000,47712000,100,1,Красноперекопск,Кировск
35718000,47715000,100,1,Красноперекопск,Мончегорск
35718000,47730000,100,1,Красноперекопск,Североморск
35718000,47733000,100,1,Красноперекопск,Заозерск
35718000,47737000,100,1,Красноперекопск,Александровск
35718000,71952000,100,2,Красноперекопск,Губкинский
35718000,71956000,100,1,Красноперекопск,Новый Уренгой
35718000,71958000,100,6,Красноперекопск,Ноябрьск
35721000,11701000,100,3,Саки,Архангельск
35721000,11730000,100,2,Саки,Северодвинск
35721000,47701000,100,5,Саки,Мурманск
35721000,47715000,100,2,Саки,Мончегорск
35721000,47730000,100,1,Саки,Североморск
35721000,71953000,100,1,Саки,Лабытнанги
35721000,71956000,100,2,Саки,Новый Уренгой
35721000,71958000,100,1,Саки,Ноябрьск
35721000,77615000,100,1,Саки,Иультинский район
35721000,77701000,100,1,Саки,Анадырь
35723000,11701000,100,1,Судак,Архангельск
35723000,11730000,100,1,Судак,Северодвинск
35723000,47701000,100,2,Судак,Мурманск
35723000,47737000,100,1,Судак,Александровск
35723000,71951000,100,2,Судак,Салехард
35723000,71956000,100,1,Судак,Новый Уренгой
35723000,87710000,100,1,Судак,Воркута
35723000,98612000,100,1,Судак,Булунский район
35726000,4729000,100,2,Феодосия,Норильск
35726000,11701000,100,1,Феодосия,Архангельск
35726000,11715000,100,1,Феодосия,Новодвинск
35726000,11730000,100,2,Феодосия,Северодвинск
35726000,47701000,100,20,Феодосия,Мурманск
35726000,47715000,100,1,Феодосия,Мончегорск
35726000,47719000,100,1,Феодосия,Полярные Зори
35726000,47730000,100,6,Феодосия,Североморск
35726000,47731000,100,1,Феодосия,Островной
35726000,47737000,100,7,Феодосия,Александровск
35726000,71916000,100,2,Феодосия,Надымский район
35726000,71920000,100,1,Феодосия,Пуровский район
35726000,71953000,100,1,Феодосия,Лабытнанги
35726000,71956000,100,4,Феодосия,Новый Уренгой
35726000,71958000,100,5,Феодосия,Ноябрьск
35726000,87710000,100,2,Феодосия,Воркута
35729000,11701000,100,6,Ялта,Архангельск
35729000,11730000,100,1,Ялта,Северодвинск
35729000,47615000,100,1,Ялта,Печенгский район
35729000,47701000,100,4,Ялта,Мурманск
35729000,47730000,100,1,Ялта,Североморск
35729000,47733000,100,1,Ялта,Заозерск
35729000,47735000,100,1,Ялта,Видяево
35729000,47737000,100,2,Ялта,Александровск
35729000,71916000,100,2,Ялта,Надымский район
35729000,71952000,100,1,Ялта,Губкинский
35729000,71953000,100,2,Ялта,Лабытнанги
35729000,71956000,100,1,Ялта,Новый Уренгой
35729000,86604000,100,1,Ялта,Беломорский район
35729000,87710000,100,1,Ялта,Воркута
35729000,87723000,100,1,Ялта,Усинск
36604000,4729000,100,3,Безенчукский район,Норильск
36604000,47701000,100,3,Безенчукский район,Мурманск
36604000,47712000,100,1,Безенчукский район,Кировск
36604000,47737000,100,1,Безенчукский район,Александровск
36604000,71918000,100,4,Безенчукский район,Приуральский район
36604000,71952000,100,1,Безенчукский район,Губкинский
36604000,71958000,100,3,Безенчукский район,Ноябрьск
36604000,87723000,100,1,Безенчукский район,Усинск
36606000,71920000,100,1,Богатовский район,Пуровский район
36606000,71956000,100,1,Богатовский район,Новый Уренгой
36608000,47701000,100,1,Большеглушицкий район,Мурманск
36610000,71955000,100,1,Большечерниговский район,Муравленко
36612000,4729000,100,2,Борский район,Норильск
36612000,47701000,100,1,Борский район,Мурманск
36612000,71952000,100,1,Борский район,Губкинский
36612000,71958000,100,2,Борский район,Ноябрьск
36614000,4729000,100,1,Волжский район,Норильск
36614000,71916000,100,1,Волжский район,Надымский район
36614000,71951000,100,1,Волжский район,Салехард
36614000,87723000,100,8,Волжский район,Усинск
36616000,71923000,100,1,Исаклинский район,Тазовский район
36617000,47737000,100,1,Камышлинский район,Александровск
36617000,71955000,100,1,Камышлинский район,Муравленко
36618000,47712000,100,1,Кинельский район,Кировск
36620000,4729000,100,4,Кинель-Черкасский район,Норильск
36620000,71916000,100,2,Кинель-Черкасский район,Надымский район
36620000,71953000,100,2,Кинель-Черкасский район,Лабытнанги
36620000,71956000,100,2,Кинель-Черкасский район,Новый Уренгой
36620000,71958000,100,3,Кинель-Черкасский район,Ноябрьск
36620000,87710000,100,1,Кинель-Черкасский район,Воркута
36622000,11642000,100,1,Клявлинский район,Мезенский район
36622000,71958000,100,1,Клявлинский район,Ноябрьск
36622000,87710000,100,1,Клявлинский район,Воркута
36628000,4729000,100,1,Красноярский район,Норильск
36628000,11701000,100,1,Красноярский район,Архангельск
36628000,47701000,100,1,Красноярский район,Мурманск
36628000,47705000,100,1,Красноярский район,Апатиты
36628000,47715000,100,1,Красноярский район,Мончегорск
36628000,71955000,100,1,Красноярский район,Муравленко
36628000,71956000,100,1,Красноярский район,Новый Уренгой
36628000,71958000,100,2,Красноярский район,Ноябрьск
36630000,47701000,100,2,Нефтегорский район,Мурманск
36630000,71916000,100,1,Нефтегорский район,Надымский район
36630000,71918000,100,1,Нефтегорский район,Приуральский район
36630000,71920000,100,1,Нефтегорский район,Пуровский район
36630000,71953000,100,1,Нефтегорский район,Лабытнанги
36630000,71956000,100,3,Нефтегорский район,Новый Уренгой
36630000,86612000,100,1,Нефтегорский район,Кемский район
36630000,87723000,100,4,Нефтегорский район,Усинск
36632000,71916000,100,1,Пестравский район,Надымский район
36632000,71923000,100,1,Пестравский район,Тазовский район
36632000,71952000,100,1,Пестравский район,Губкинский
36632000,71953000,100,1,Пестравский район,Лабытнанги
36634000,4729000,100,1,Похвистневский район,Норильск
36634000,47701000,100,1,Похвистневский район,Мурманск
36634000,47733000,100,1,Похвистневский район,Заозерск
36634000,71916000,100,1,Похвистневский район,Надымский район
36634000,71923000,100,1,Похвистневский район,Тазовский район
36634000,71955000,100,1,Похвистневский район,Муравленко
36634000,71956000,100,2,Похвистневский район,Новый Уренгой
36634000,71958000,100,1,Похвистневский район,Ноябрьск
36634000,87723000,100,3,Похвистневский район,Усинск
36636000,4729000,100,1,Приволжский район,Норильск
36636000,47730000,100,1,Приволжский район,Североморск
36636000,86612000,100,1,Приволжский район,Кемский район
36636000,87652000,100,1,Приволжский район,Усть-Цилемский район
36638000,4653000,100,1,Сергиевский район,Диксонский район
36638000,4729000,100,1,Сергиевский район,Норильск
36638000,47608000,100,1,Сергиевский район,Кандалакша
36638000,47615000,100,1,Сергиевский район,Печенгский район
36638000,47701000,100,1,Сергиевский район,Мурманск
36638000,87723000,100,1,Сергиевский район,Усинск
36640000,47701000,100,1,Ставропольский район,Мурманск
36640000,87710000,100,1,Ставропольский район,Воркута
36642000,4729000,100,3,Сызранский район,Норильск
36642000,11701000,100,2,Сызранский район,Архангельск
36642000,71952000,100,1,Сызранский район,Губкинский
36642000,71958000,100,1,Сызранский район,Ноябрьск
36642000,77603000,100,1,Сызранский район,Анадырский район
36646000,4729000,100,1,Челно-Вершинский район,Норильск
36646000,47615000,100,1,Челно-Вершинский район,Печенгский район
36646000,87710000,100,2,Челно-Вершинский район,Воркута
36648000,71955000,100,1,Шенталинский район,Муравленко
36648000,71958000,100,1,Шенталинский район,Ноябрьск
36650000,47701000,100,1,Шигонский район,Мурманск
36650000,71920000,100,1,Шигонский район,Пуровский район
36650000,71956000,100,1,Шигонский район,Новый Уренгой
36650000,86621000,100,1,Шигонский район,Лоухский
36701000,4653000,100,1,Самара,Диксонский район
36701000,4729000,100,17,Самара,Норильск
36701000,11646000,100,1,Самара,Онежский район
36701000,11701000,100,18,Самара,Архангельск
36701000,11712000,100,1,Самара,Новая Земля
36701000,11730000,100,9,Самара,Северодвинск
36701000,11851000,100,1,Самара,Нарьян-Мар
36701000,47605000,100,1,Самара,Кольский район
36701000,47608000,100,1,Самара,Кандалакша
36701000,47615000,100,2,Самара,Печенгский район
36701000,47701000,100,89,Самара,Мурманск
36701000,47705000,100,1,Самара,Апатиты
36701000,47715000,100,4,Самара,Мончегорск
36701000,47719000,100,1,Самара,Полярные Зори
36701000,47730000,100,4,Самара,Североморск
36701000,47737000,100,3,Самара,Александровск
36701000,71916000,100,20,Самара,Надымский район
36701000,71918000,100,12,Самара,Приуральский район
36701000,71920000,100,5,Самара,Пуровский район
36701000,71951000,100,8,Самара,Салехард
36701000,71952000,100,7,Самара,Губкинский
36701000,71953000,100,3,Самара,Лабытнанги
36701000,71955000,100,3,Самара,Муравленко
36701000,71956000,100,22,Самара,Новый Уренгой
36701000,71958000,100,20,Самара,Ноябрьск
36701000,77701000,100,1,Самара,Анадырь
36701000,86604000,100,1,Самара,Беломорский район
36701000,86612000,100,1,Самара,Кемский район
36701000,86645000,100,3,Самара,Сегежский район
36701000,86706000,100,2,Самара,Костомукша
36701000,87710000,100,6,Самара,Воркута
36701000,87715000,100,1,Самара,Инта
36701000,87723000,100,8,Самара,Усинск
36704000,4729000,100,1,Жигулевск,Норильск
36704000,47615000,100,1,Жигулевск,Печенгский район
36704000,47701000,100,5,Жигулевск,Мурманск
36704000,47712000,100,1,Жигулевск,Кировск
36704000,47730000,100,2,Жигулевск,Североморск
36704000,47737000,100,1,Жигулевск,Александровск
36704000,71916000,100,1,Жигулевск,Надымский район
36704000,71920000,100,1,Жигулевск,Пуровский район
36704000,71952000,100,1,Жигулевск,Губкинский
36704000,71955000,100,4,Жигулевск,Муравленко
36704000,71958000,100,1,Жигулевск,Ноябрьск
36704000,87710000,100,1,Жигулевск,Воркута
36708000,11701000,100,1,Кинель,Архангельск
36708000,47615000,100,1,Кинель,Печенгский район
36708000,47715000,100,1,Кинель,Мончегорск
36708000,47717000,100,1,Кинель,Оленегорск
36708000,71951000,100,1,Кинель,Салехард
36708000,71956000,100,2,Кинель,Новый Уренгой
