SRC,DST,FRAME,migranty,sname,dname
47715000,80651000,100,1,Мончегорск,Туймазинский район
47715000,80659000,100,1,Мончегорск,Янаульский район
47715000,80701000,100,9,Мончегорск,Уфа
47715000,80745000,100,1,Мончегорск,Стерлитамак
47715000,82720000,100,1,Мончегорск,Каспийск
47715000,83701000,100,1,Мончегорск,Нальчик
47715000,86604000,100,1,Мончегорск,Беломорский район
47715000,86610000,100,2,Мончегорск,Сортавала
47715000,86612000,100,1,Мончегорск,Кемский район
47715000,86618000,100,1,Мончегорск,Лахденпохский район
47715000,86621000,100,3,Мончегорск,Лоухский
47715000,86624000,100,2,Мончегорск,Медвежьегорский район
47715000,86627000,100,1,Мончегорск,Муезерский
47715000,86633000,100,1,Мончегорск,Питкярантский район
47715000,86645000,100,2,Мончегорск,Сегежский район
47715000,86701000,100,56,Мончегорск,Петрозаводск
47715000,86706000,100,4,Мончегорск,Костомукша
47715000,87626000,100,1,Мончегорск,Сосногорск район
47715000,87640000,100,1,Мончегорск,Удорский район
47715000,87701000,100,2,Мончегорск,Сыктывкар
47715000,87723000,100,2,Мончегорск,Усинск
47715000,88701000,100,1,Мончегорск,Йошкар-Ола
47715000,89624000,100,1,Мончегорск,Инсарский район
47715000,89701000,100,4,Мончегорск,Саранск
47715000,90701000,100,5,Мончегорск,Владикавказ
47715000,92624000,100,1,Мончегорск,Дрожжановский район
47715000,92701000,100,13,Мончегорск,Казань
47715000,94622000,100,1,Мончегорск,Каракулинский район
47715000,94644000,100,1,Мончегорск,Увинский район
47715000,94701000,100,1,Мончегорск,Ижевск
47715000,94740000,100,2,Мончегорск,Сарапул
47715000,95701000,100,1,Мончегорск,Абакан
47715000,95708000,100,1,Мончегорск,Саяногорск
47715000,97701000,100,7,Мончегорск,Чебоксары
47715000,97704000,100,2,Мончегорск,Алатырь
47715000,98606000,100,2,Мончегорск,Аллаиховский район
47717000,1701000,100,2,Оленегорск,Барнаул
47717000,3616000,100,2,Оленегорск,Ейский район
47717000,3625000,100,2,Оленегорск,Крымский район
47717000,3628000,100,1,Оленегорск,Кущевский район
47717000,3632000,100,1,Оленегорск,Ленинградский район
47717000,3633000,100,1,Оленегорск,Мостовский район
47717000,3645000,100,1,Оленегорск,Славянский район
47717000,3651000,100,1,Оленегорск,Темрюкский район
47717000,3653000,100,1,Оленегорск,Тимашевский район
47717000,3701000,100,9,Оленегорск,Краснодар
47717000,3703000,100,4,Оленегорск,Анапа
47717000,3705000,100,2,Оленегорск,Армавир
47717000,3708000,100,4,Оленегорск,Геленджик
47717000,3709000,100,1,Оленегорск,Горячий Ключ
47717000,3720000,100,3,Оленегорск,Новороссийск
47717000,3726000,100,9,Оленегорск,Сочи
47717000,4701000,100,9,Оленегорск,Красноярск
47717000,4735000,100,1,Оленегорск,Железногорск
47717000,5701000,100,2,Оленегорск,Владивосток
47717000,5723000,100,1,Оленегорск,Уссурийск
47717000,7625000,100,1,Оленегорск,Кировский район
47717000,7648000,100,1,Оленегорск,Предгорный район
47717000,7701000,100,5,Оленегорск,Ставрополь
47717000,7710000,100,1,Оленегорск,Ессентуки
47717000,7724000,100,1,Оленегорск,Невинномысск
47717000,8701000,100,2,Оленегорск,Хабаровск
47717000,8709000,100,1,Оленегорск,Комсомольск-на-Амуре
47717000,11622000,100,2,Оленегорск,Коношский район
47717000,11701000,100,7,Оленегорск,Архангельск
47717000,11715000,100,1,Оленегорск,Новодвинск
47717000,11730000,100,1,Оленегорск,Северодвинск
47717000,12605000,100,2,Оленегорск,Ахтубинский район
47717000,12701000,100,2,Оленегорск,Астрахань
47717000,14620000,100,1,Оленегорск,Валуйский район
47717000,14632000,100,2,Оленегорск,Грайворонский район
47717000,14646000,100,1,Оленегорск,Прохоровский район
47717000,14701000,100,20,Оленегорск,Белгород
47717000,14730000,100,5,Оленегорск,Губкинский городской округ
47717000,14740000,100,4,Оленегорск,Старооскольский городской округ
47717000,15616000,100,1,Оленегорск,Дятьковский район
47717000,15622000,100,1,Оленегорск,Жуковский район
47717000,15701000,100,4,Оленегорск,Брянск
47717000,15710000,100,1,Оленегорск,Фокино
47717000,17640000,100,4,Оленегорск,Кольчугинский район
47717000,17701000,100,5,Оленегорск,Владимир
47717000,17725000,100,3,Оленегорск,Ковров
47717000,17735000,100,1,Оленегорск,Муром
47717000,18701000,100,8,Оленегорск,Волгоград
47717000,18720000,100,1,Оленегорск,Михайловка
47717000,19605000,100,1,Оленегорск,Бабаевский район
47717000,19614000,100,5,Оленегорск,Великоустюгский район
47717000,19618000,100,1,Оленегорск,Вожегодский район
47717000,19634000,100,1,Оленегорск,Никольский район
47717000,19638000,100,2,Оленегорск,Сокольский район
47717000,19646000,100,1,Оленегорск,Тотемский район
47717000,19650000,100,2,Оленегорск,Устюженский район
47717000,19654000,100,1,Оленегорск,Чагодощенский район
47717000,19701000,100,32,Оленегорск,Вологда
47717000,19730000,100,17,Оленегорск,Череповец
47717000,20615000,100,1,Оленегорск,Калачеевский район
47717000,20647000,100,1,Оленегорск,Россошанский район
47717000,20701000,100,25,Оленегорск,Воронеж
47717000,20710000,100,2,Оленегорск,Борисоглебский городской округ
47717000,20727000,100,1,Оленегорск,Нововоронеж
47717000,22603000,100,1,Оленегорск,Арзамасский район
47717000,22642000,100,1,Оленегорск,Павловский район
47717000,22645000,100,1,Оленегорск,Пильнинский район
47717000,22654000,100,1,Оленегорск,Уренский район
47717000,22657000,100,1,Оленегорск,Шатковский район
47717000,22701000,100,22,Оленегорск,Нижний Новгород
47717000,22703000,100,5,Оленегорск,Арзамас
47717000,22715000,100,1,Оленегорск,Выкса
47717000,22721000,100,3,Оленегорск,Дзержинск
47717000,22737000,100,1,Оленегорск,Семеновский городской округ
47717000,22758000,100,1,Оленегорск,Шахунья
47717000,24635000,100,1,Оленегорск,Южский район
47717000,24701000,100,9,Оленегорск,Иваново
47717000,24711000,100,1,Оленегорск,Шуя
47717000,25608000,100,1,Оленегорск,Заларинский район
47717000,27618000,100,1,Оленегорск,Краснознаменский район
47717000,27639000,100,1,Оленегорск,Черняховский район
47717000,27701000,100,7,Оленегорск,Калининград
47717000,28608000,100,2,Оленегорск,Бологовский район
47717000,28630000,100,2,Оленегорск,Конаковский район
47717000,28634000,100,1,Оленегорск,Кувшиновский район
47717000,28645000,100,1,Оленегорск,Осташковский район
47717000,28656000,100,2,Оленегорск,Удомельский район
47717000,28701000,100,21,Оленегорск,Тверь
47717000,28714000,100,3,Оленегорск,Вышний Волочек
47717000,28745000,100,1,Оленегорск,Ржев
47717000,28750000,100,2,Оленегорск,Торжок
47717000,29623000,100,1,Оленегорск,Малоярославецкий район
47717000,29701000,100,5,Оленегорск,Калуга
47717000,32701000,100,2,Оленегорск,Кемерово
47717000,33707000,100,1,Оленегорск,Кирово-Чепецк
47717000,34602000,100,1,Оленегорск,Антроповский район
47717000,34701000,100,14,Оленегорск,Кострома
47717000,35643000,100,1,Оленегорск,Сакский район
47717000,35701000,100,3,Оленегорск,Симферополь
47717000,35712000,100,1,Оленегорск,Евпатория
47717000,35726000,100,3,Оленегорск,Феодосия
47717000,36604000,100,1,Оленегорск,Безенчукский район
47717000,36612000,100,1,Оленегорск,Борский район
47717000,36701000,100,14,Оленегорск,Самара
47717000,36718000,100,1,Оленегорск,Октябрьск
47717000,36735000,100,1,Оленегорск,Сызрань
47717000,36740000,100,7,Оленегорск,Тольятти
47717000,38618000,100,1,Оленегорск,Кореневский район
47717000,38701000,100,4,Оленегорск,Курск
47717000,38705000,100,6,Оленегорск,Железногорск
47717000,40000000,100,361,Оленегорск,Санкт-Петербург
47717000,41606000,100,1,Оленегорск,Волосовский район
47717000,41609000,100,1,Оленегорск,Волховский район
47717000,41612000,100,1,Оленегорск,Всеволожский район
47717000,41615000,100,7,Оленегорск,Выборгский район
47717000,41618000,100,4,Оленегорск,Гатчинский район
47717000,41624000,100,2,Оленегорск,Киришский район
47717000,41625000,100,4,Оленегорск,Кировский район
47717000,41627000,100,1,Оленегорск,Лодейнопольский район
47717000,41633000,100,3,Оленегорск,Лужский район
47717000,41636000,100,1,Оленегорск,Подпорожский район
47717000,41639000,100,3,Оленегорск,Приозерский район
47717000,41645000,100,2,Оленегорск,Тихвинский район
47717000,41648000,100,2,Оленегорск,Тосненский район
47717000,42701000,100,13,Оленегорск,Липецк
47717000,42715000,100,1,Оленегорск,Елец
47717000,44701000,100,1,Оленегорск,Магадан
47717000,45000000,100,158,Оленегорск,Москва
47717000,46608000,100,1,Оленегорск,Дмитровский район
47717000,46615000,100,2,Оленегорск,Сергиево-Посадский район
47717000,46618000,100,1,Оленегорск,Истринский район
47717000,46622000,100,4,Оленегорск,Коломенский район
47717000,46623000,100,1,Оленегорск,Красногорский район
47717000,46631000,100,1,Оленегорск,Люберецкий район
47717000,46633000,100,3,Оленегорск,Можайский район
47717000,46634000,100,1,Оленегорск,Мытищинский район
47717000,46638000,100,3,Оленегорск,Наро-Фоминский район
47717000,46639000,100,1,Оленегорск,Ногинский район
47717000,46641000,100,2,Оленегорск,Одинцовский район
47717000,46647000,100,1,Оленегорск,Пушкинский район
47717000,46651000,100,2,Оленегорск,Серпуховский район
47717000,46652000,100,6,Оленегорск,Солнечногорский район
47717000,46653000,100,2,Оленегорск,Ступинский район
47717000,46656000,100,3,Оленегорск,Чеховский район
47717000,46704000,100,2,Оленегорск,Балашиха
47717000,46706000,100,1,Оленегорск,Краснознаменск
47717000,46709000,100,1,Оленегорск,Домодедовский городской округ
47717000,46718000,100,2,Оленегорск,Дубна
47717000,46724000,100,1,Оленегорск,Железнодорожный
47717000,46725000,100,1,Оленегорск,Жуковский
47717000,46732000,100,2,Оленегорск,Ивантеевка
47717000,46734000,100,7,Оленегорск,Королев
47717000,46738000,100,3,Оленегорск,Коломна
47717000,46739000,100,1,Оленегорск,Котельники
47717000,46741000,100,1,Оленегорск,Лыткарино
47717000,46757000,100,1,Оленегорск,Орехово-Зуево
47717000,46760000,100,5,Оленегорск,Подольск
47717000,46765000,100,1,Оленегорск,Рошаль
47717000,46770000,100,4,Оленегорск,Серпухов
47717000,46790000,100,1,Оленегорск,Электросталь
47717000,47605000,100,5,Оленегорск,Кольский район
47717000,47608000,100,6,Оленегорск,Кандалакша
47717000,47610000,100,13,Оленегорск,Ловозерский район
47717000,47615000,100,4,Оленегорск,Печенгский район
47717000,47620000,100,1,Оленегорск,Терский район
47717000,47701000,100,302,Оленегорск,Мурманск
47717000,47703000,100,10,Оленегорск,Ковдорский район
47717000,47705000,100,36,Оленегорск,Апатиты
47717000,47712000,100,9,Оленегорск,Кировск
47717000,47715000,100,39,Оленегорск,Мончегорск
47717000,47719000,100,2,Оленегорск,Полярные Зори
47717000,47730000,100,9,Оленегорск,Североморск
47717000,47735000,100,1,Оленегорск,Видяево
47717000,47737000,100,7,Оленегорск,Александровск
47717000,49603000,100,1,Оленегорск,Батецкий район
47717000,49606000,100,4,Оленегорск,Боровичский район
47717000,49608000,100,2,Оленегорск,Валдайский район
47717000,49614000,100,1,Оленегорск,Крестецкий район
47717000,49632000,100,1,Оленегорск,Пестовский район
47717000,49639000,100,1,Оленегорск,Старорусский район
47717000,49645000,100,1,Оленегорск,Хвойнинский район
47717000,49701000,100,19,Оленегорск,Великий Новгород
47717000,50701000,100,8,Оленегорск,Новосибирск
47717000,52701000,100,7,Оленегорск,Омск
47717000,53701000,100,1,Оленегорск,Оренбург
47717000,53723000,100,1,Оленегорск,Орск
47717000,54701000,100,5,Оленегорск,Орел
47717000,54710000,100,3,Оленегорск,Мценск
47717000,56701000,100,2,Оленегорск,Пенза
47717000,57654000,100,1,Оленегорск,Чайковский
47717000,57658000,100,3,Оленегорск,Чусовой район
47717000,57701000,100,6,Оленегорск,Пермь
47717000,58608000,100,1,Оленегорск,Гдовский район
47717000,58610000,100,1,Оленегорск,Дедовичский район
47717000,58618000,100,1,Оленегорск,Локнянский район
47717000,58633000,100,1,Оленегорск,Островский район
47717000,58643000,100,1,Оленегорск,Плюсский район
47717000,58651000,100,1,Оленегорск,Пушкиногорский район
47717000,58654000,100,1,Оленегорск,Себежский район
47717000,58701000,100,16,Оленегорск,Псков
47717000,58710000,100,3,Оленегорск,Великие Луки
47717000,60701000,100,11,Оленегорск,Ростов-на-Дону
47717000,60704000,100,1,Оленегорск,Азов
47717000,60737000,100,5,Оленегорск,Таганрог
47717000,61701000,100,17,Оленегорск,Рязань
47717000,63607000,100,1,Оленегорск,Балаковский район
47717000,63611000,100,2,Оленегорск,Вольский район
47717000,63625000,100,2,Оленегорск,Лысогорский район
47717000,63637000,100,2,Оленегорск,Пугачевский район
47717000,63639000,100,1,Оленегорск,Ровенский район
47717000,63650000,100,2,Оленегорск,Энгельсский район
47717000,63701000,100,13,Оленегорск,Саратов
47717000,64712000,100,1,Оленегорск,Долинский городской округ
47717000,64716000,100,1,Оленегорск,Корсаковский район
47717000,65701000,100,5,Оленегорск,Екатеринбург
47717000,65708000,100,1,Оленегорск,Верхнесалдинский городской округ
47717000,65730000,100,1,Оленегорск,Асбестовский городской округ
47717000,65751000,100,3,Оленегорск,Нижний Тагил
47717000,66636000,100,1,Оленегорск,Рославльский район
47717000,66641000,100,2,Оленегорск,Сафоновский район
47717000,66646000,100,2,Оленегорск,Сычевский район
47717000,66701000,100,12,Оленегорск,Смоленск
47717000,67000000,100,7,Оленегорск,Севастополь
47717000,68701000,100,4,Оленегорск,Тамбов
47717000,68715000,100,5,Оленегорск,Мичуринск
47717000,69701000,100,1,Оленегорск,Томск
47717000,70602000,100,5,Оленегорск,Алексинский район
47717000,70620000,100,1,Оленегорск,Ефремовский район
47717000,70701000,100,8,Оленегорск,Тула
47717000,70712000,100,1,Оленегорск,Донской
47717000,71605000,100,1,Оленегорск,Армизонский район
47717000,71701000,100,1,Оленегорск,Тюмень
47717000,71826000,100,1,Оленегорск,Сургутский район
47717000,71872000,100,1,Оленегорск,Лангепас
47717000,71873000,100,1,Оленегорск,Мегион
47717000,71952000,100,1,Оленегорск,Губкинский
47717000,71956000,100,1,Оленегорск,Новый Уренгой
47717000,73701000,100,2,Оленегорск,Ульяновск
47717000,75701000,100,5,Оленегорск,Челябинск
47717000,75728000,100,1,Оленегорск,Копейск
47717000,75738000,100,1,Оленегорск,Магнитогорск
47717000,76701000,100,2,Оленегорск,Чита
47717000,77630000,100,1,Оленегорск,Чаунский район
47717000,78637000,100,1,Оленегорск,Ростовский район
47717000,78701000,100,29,Оленегорск,Ярославль
47717000,78715000,100,5,Оленегорск,Рыбинск
47717000,79701000,100,1,Оленегорск,Майкоп
47717000,80701000,100,2,Оленегорск,Уфа
47717000,80739000,100,1,Оленегорск,Салават
47717000,80743000,100,3,Оленегорск,Сибай
47717000,80745000,100,2,Оленегорск,Стерлитамак
47717000,81701000,100,2,Оленегорск,Улан-Удэ
47717000,82701000,100,1,Оленегорск,Махачкала
47717000,83701000,100,1,Оленегорск,Нальчик
47717000,83710000,100,1,Оленегорск,Прохладный
47717000,86615000,100,2,Оленегорск,Кондопожский район
47717000,86618000,100,1,Оленегорск,Лахденпохский район
47717000,86624000,100,1,Оленегорск,Медвежьегорский район
47717000,86645000,100,2,Оленегорск,Сегежский район
47717000,86701000,100,46,Оленегорск,Петрозаводск
47717000,86706000,100,4,Оленегорск,Костомукша
47717000,87620000,100,3,Оленегорск,Печора район
47717000,87701000,100,1,Оленегорск,Сыктывкар
47717000,88652000,100,1,Оленегорск,Советский район
47717000,88701000,100,2,Оленегорск,Йошкар-Ола
47717000,88705000,100,1,Оленегорск,Волжск
47717000,89701000,100,1,Оленегорск,Саранск
47717000,90701000,100,1,Оленегорск,Владикавказ
47717000,92606000,100,2,Оленегорск,Алексеевский район
47717000,92628000,100,1,Оленегорск,Зеленодольский район
47717000,92701000,100,5,Оленегорск,Казань
47717000,95715000,100,1,Оленегорск,Черногорск
47717000,96628000,100,1,Оленегорск,Шатойский район
47717000,96701000,100,2,Оленегорск,Грозный
47717000,97650000,100,1,Оленегорск,Шумерлинский район
47717000,97701000,100,6,Оленегорск,Чебоксары
47717000,98606000,100,27,Оленегорск,Аллаиховский район
47717000,98701000,100,1,Оленегорск,Якутск
47717000,99701000,100,1,Оленегорск,Биробиджан
47719000,1701000,100,1,Полярные Зори,Барнаул
47719000,3630000,100,1,Полярные Зори,Лабинский район
47719000,3645000,100,1,Полярные Зори,Славянский район
47719000,3701000,100,6,Полярные Зори,Краснодар
47719000,3705000,100,2,Полярные Зори,Армавир
47719000,3720000,100,1,Полярные Зори,Новороссийск
47719000,3726000,100,4,Полярные Зори,Сочи
47719000,4709000,100,1,Полярные Зори,Дивногорск
47719000,4735000,100,1,Полярные Зори,Железногорск
47719000,5701000,100,1,Полярные Зори,Владивосток
47719000,7620000,100,1,Полярные Зори,Изобильненский район
47719000,7701000,100,5,Полярные Зори,Ставрополь
47719000,7715000,100,1,Полярные Зори,Кисловодск
47719000,7724000,100,2,Полярные Зори,Невинномысск
47719000,8701000,100,3,Полярные Зори,Хабаровск
47719000,11605000,100,1,Полярные Зори,Вельский район
47719000,11652000,100,1,Полярные Зори,Приморский район
47719000,11656000,100,1,Полярные Зори,Холмогорский район
47719000,11701000,100,3,Полярные Зори,Архангельск
47719000,11710000,100,1,Полярные Зори,Котлас
47719000,11725000,100,1,Полярные Зори,Мирный
47719000,14701000,100,6,Полярные Зори,Белгород
47719000,15622000,100,1,Полярные Зори,Жуковский район
47719000,15642000,100,1,Полярные Зори,Погарский район
47719000,15701000,100,3,Полярные Зори,Брянск
47719000,17701000,100,2,Полярные Зори,Владимир
47719000,17720000,100,1,Полярные Зори,Гусь-Хрустальный
47719000,17725000,100,2,Полярные Зори,Ковров
47719000,17735000,100,1,Полярные Зори,Муром
47719000,18624000,100,1,Полярные Зори,Котельниковский район
47719000,18701000,100,5,Полярные Зори,Волгоград
47719000,19605000,100,1,Полярные Зори,Бабаевский район
47719000,19608000,100,1,Полярные Зори,Бабушкинский район
47719000,19612000,100,1,Полярные Зори,Вашкинский район
47719000,19622000,100,1,Полярные Зори,Вытегорский район
47719000,19656000,100,1,Полярные Зори,Череповецкий район
47719000,19658000,100,1,Полярные Зори,Шекснинский район
47719000,19701000,100,8,Полярные Зори,Вологда
47719000,19730000,100,5,Полярные Зори,Череповец
47719000,20608000,100,1,Полярные Зори,Бутурлиновский район
47719000,20701000,100,16,Полярные Зори,Воронеж
47719000,20727000,100,1,Полярные Зори,Нововоронеж
47719000,22701000,100,13,Полярные Зори,Нижний Новгород
47719000,24633000,100,1,Полярные Зори,Шуйский район
47719000,24701000,100,12,Полярные Зори,Иваново
47719000,24711000,100,1,Полярные Зори,Шуя
47719000,25738000,100,1,Полярные Зори,Усть-Илимск
47719000,27621000,100,1,Полярные Зори,Неманский район
47719000,27701000,100,4,Полярные Зори,Калининград
47719000,27730000,100,2,Полярные Зори,Советск
47719000,28622000,100,1,Полярные Зори,Калязинский район
47719000,28630000,100,12,Полярные Зори,Конаковский район
47719000,28638000,100,1,Полярные Зори,Лихославльский район
47719000,28643000,100,2,Полярные Зори,Нелидовский район
47719000,28656000,100,3,Полярные Зори,Удомельский район
47719000,28701000,100,9,Полярные Зори,Тверь
47719000,28726000,100,1,Полярные Зори,Кимры
47719000,29636000,100,1,Полярные Зори,Сухиничский район
47719000,29701000,100,4,Полярные Зори,Калуга
47719000,29715000,100,7,Полярные Зори,Обнинск
47719000,30701000,100,1,Полярные Зори,Петропавловск-Камчатский
47719000,32701000,100,1,Полярные Зори,Кемерово
47719000,32707000,100,1,Полярные Зори,Белово
47719000,32719000,100,1,Полярные Зори,Ленинск-Кузнецкий
47719000,33701000,100,1,Полярные Зори,Киров
47719000,34701000,100,3,Полярные Зори,Кострома
47719000,34705000,100,1,Полярные Зори,Буй
47719000,35712000,100,2,Полярные Зори,Евпатория
47719000,36701000,100,5,Полярные Зори,Самара
47719000,38701000,100,2,Полярные Зори,Курск
47719000,40000000,100,229,Полярные Зори,Санкт-Петербург
47719000,41603000,100,1,Полярные Зори,Бокситогорский район
47719000,41612000,100,1,Полярные Зори,Всеволожский район
47719000,41615000,100,2,Полярные Зори,Выборгский район
47719000,41618000,100,1,Полярные Зори,Гатчинский район
47719000,41624000,100,1,Полярные Зори,Киришский район
47719000,41625000,100,4,Полярные Зори,Кировский район
47719000,41636000,100,1,Полярные Зори,Подпорожский район
47719000,41645000,100,1,Полярные Зори,Тихвинский район
47719000,41754000,100,2,Полярные Зори,Сосновый Бор
47719000,42701000,100,4,Полярные Зори,Липецк
47719000,45000000,100,89,Полярные Зори,Москва
47719000,46615000,100,3,Полярные Зори,Сергиево-Посадский район
47719000,46621000,100,1,Полярные Зори,Клинский район
47719000,46633000,100,1,Полярные Зори,Можайский район
47719000,46638000,100,1,Полярные Зори,Наро-Фоминский район
47719000,46639000,100,3,Полярные Зори,Ногинский район
47719000,46648000,100,1,Полярные Зори,Раменский район
47719000,46653000,100,1,Полярные Зори,Ступинский район
47719000,46704000,100,1,Полярные Зори,Балашиха
47719000,46705000,100,1,Полярные Зори,Бронницы
47719000,46718000,100,2,Полярные Зори,Дубна
47719000,46725000,100,1,Полярные Зори,Жуковский
47719000,46734000,100,2,Полярные Зори,Королев
47719000,46757000,100,1,Полярные Зори,Орехово-Зуево
47719000,46760000,100,2,Полярные Зори,Подольск
47719000,46770000,100,1,Полярные Зори,Серпухов
47719000,46780000,100,1,Полярные Зори,Фрязино
47719000,47605000,100,2,Полярные Зори,Кольский район
47719000,47608000,100,52,Полярные Зори,Кандалакша
47719000,47610000,100,1,Полярные Зори,Ловозерский район
47719000,47615000,100,1,Полярные Зори,Печенгский район
47719000,47620000,100,3,Полярные Зори,Терский район
47719000,47701000,100,81,Полярные Зори,Мурманск
47719000,47703000,100,3,Полярные Зори,Ковдорский район
47719000,47705000,100,36,Полярные Зори,Апатиты
47719000,47712000,100,7,Полярные Зори,Кировск
47719000,47715000,100,8,Полярные Зори,Мончегорск
47719000,47717000,100,2,Полярные Зори,Оленегорск
47719000,47730000,100,2,Полярные Зори,Североморск
47719000,47733000,100,1,Полярные Зори,Заозерск
47719000,47737000,100,2,Полярные Зори,Александровск
47719000,49606000,100,2,Полярные Зори,Боровичский район
47719000,49614000,100,1,Полярные Зори,Крестецкий район
47719000,49638000,100,1,Полярные Зори,Солецкий район
47719000,49639000,100,3,Полярные Зори,Старорусский район
47719000,49645000,100,1,Полярные Зори,Хвойнинский район
47719000,49701000,100,9,Полярные Зори,Великий Новгород
47719000,50701000,100,4,Полярные Зори,Новосибирск
47719000,52701000,100,5,Полярные Зори,Омск
47719000,53708000,100,1,Полярные Зори,Бугуруслан
47719000,54701000,100,1,Полярные Зори,Орел
47719000,56701000,100,4,Полярные Зори,Пенза
47719000,57701000,100,1,Полярные Зори,Пермь
47719000,57730000,100,1,Полярные Зори,Соликамск
47719000,58654000,100,1,Полярные Зори,Себежский район
47719000,58701000,100,3,Полярные Зори,Псков
47719000,58710000,100,1,Полярные Зори,Великие Луки
47719000,60640000,100,1,Полярные Зори,Обливский район
47719000,60701000,100,2,Полярные Зори,Ростов-на-Дону
47719000,60707000,100,1,Полярные Зори,Батайск
47719000,60712000,100,4,Полярные Зори,Волгодонск
47719000,60737000,100,1,Полярные Зори,Таганрог
47719000,61617000,100,1,Полярные Зори,Михайловский район
47719000,61701000,100,1,Полярные Зори,Рязань
47719000,63607000,100,5,Полярные Зори,Балаковский район
47719000,63650000,100,1,Полярные Зори,Энгельсский район
47719000,63701000,100,2,Полярные Зори,Саратов
47719000,65701000,100,5,Полярные Зори,Екатеринбург
47719000,65730000,100,1,Полярные Зори,Асбестовский городской округ
47719000,65737000,100,2,Полярные Зори,Заречный
47719000,65740000,100,1,Полярные Зори,Каменск-Уральский
47719000,65751000,100,3,Полярные Зори,Нижний Тагил
47719000,66619000,100,1,Полярные Зори,Ельнинский район
47719000,66630000,100,1,Полярные Зори,Новодугинский район
47719000,66701000,100,2,Полярные Зори,Смоленск
47719000,66710000,100,2,Полярные Зори,Десногорск
47719000,68701000,100,1,Полярные Зори,Тамбов
47719000,70701000,100,4,Полярные Зори,Тула
47719000,71701000,100,1,Полярные Зори,Тюмень
47719000,71875000,100,1,Полярные Зори,Нижневартовск
47719000,71876000,100,1,Полярные Зори,Сургут
47719000,73701000,100,1,Полярные Зори,Ульяновск
47719000,73705000,100,5,Полярные Зори,Димитровград
47719000,75701000,100,2,Полярные Зори,Челябинск
47719000,76701000,100,1,Полярные Зори,Чита
47719000,78646000,100,1,Полярные Зори,Угличский район
47719000,78701000,100,2,Полярные Зори,Ярославль
47719000,78715000,100,1,Полярные Зори,Рыбинск
47719000,80701000,100,6,Полярные Зори,Уфа
47719000,81720000,100,1,Полярные Зори,Северобайкальск
47719000,86615000,100,3,Полярные Зори,Кондопожский район
47719000,86701000,100,22,Полярные Зори,Петрозаводск
47719000,87725000,100,1,Полярные Зори,Ухта
47719000,88701000,100,1,Полярные Зори,Йошкар-Ола
47719000,89701000,100,1,Полярные Зори,Саранск
47719000,90701000,100,1,Полярные Зори,Владикавказ
47719000,92701000,100,7,Полярные Зори,Казань
47719000,97704000,100,1,Полярные Зори,Алатырь
47730000,1614000,100,1,Североморск,Змеиногорский район
47730000,1701000,100,5,Североморск,Барнаул
47730000,1705000,100,1,Североморск,Бийск
47730000,3601000,100,1,Североморск,Абинский район
47730000,3608000,100,1,Североморск,Белореченский район
47730000,3612000,100,1,Североморск,Выселковский район
47730000,3616000,100,4,Североморск,Ейский район
47730000,3618000,100,1,Североморск,Кавказский район
47730000,3621000,100,1,Североморск,Кореновский район
47730000,3630000,100,1,Североморск,Лабинский район
47730000,3633000,100,1,Североморск,Мостовский район
47730000,3643000,100,1,Североморск,Северский район
47730000,3651000,100,1,Североморск,Темрюкский район
47730000,3654000,100,2,Североморск,Тихорецкий район
47730000,3657000,100,1,Североморск,Усть-Лабинский район
47730000,3659000,100,1,Североморск,Щербиновский район
47730000,3701000,100,42,Североморск,Краснодар
47730000,3703000,100,7,Североморск,Анапа
47730000,3705000,100,3,Североморск,Армавир
47730000,3708000,100,5,Североморск,Геленджик
47730000,3709000,100,4,Североморск,Горячий Ключ
47730000,3720000,100,19,Североморск,Новороссийск
47730000,3726000,100,12,Североморск,Сочи
47730000,4610000,100,1,Североморск,Большемуртинский район
47730000,4649000,100,1,Североморск,Северо-Енисейский район
47730000,4701000,100,2,Североморск,Красноярск
47730000,4703000,100,7,Североморск,Ачинск
47730000,4722000,100,1,Североморск,Лесосибирск
47730000,4729000,100,2,Североморск,Норильск
47730000,5701000,100,8,Североморск,Владивосток
47730000,5703000,100,1,Североморск,Арсеньев
47730000,5705000,100,1,Североморск,Артем
47730000,5747000,100,1,Североморск,Фокино
47730000,7639000,100,1,Североморск,Минераловодский район
47730000,7658000,100,1,Североморск,Шпаковский район
47730000,7701000,100,10,Североморск,Ставрополь
47730000,7710000,100,1,Североморск,Ессентуки
47730000,7715000,100,1,Североморск,Кисловодск
47730000,7727000,100,3,Североморск,Пятигорск
47730000,8701000,100,4,Североморск,Хабаровск
47730000,11605000,100,2,Североморск,Вельский район
47730000,11622000,100,1,Североморск,Коношский район
47730000,11630000,100,3,Североморск,Красноборский район
47730000,11650000,100,1,Североморск,Плесецкий район
47730000,11652000,100,1,Североморск,Приморский район
47730000,11654000,100,1,Североморск,Устьянский район
47730000,11701000,100,29,Североморск,Архангельск
47730000,11710000,100,4,Североморск,Котлас
47730000,11725000,100,2,Североморск,Мирный
47730000,11730000,100,17,Североморск,Северодвинск
47730000,12605000,100,1,Североморск,Ахтубинский район
47730000,12701000,100,4,Североморск,Астрахань
47730000,14605000,100,1,Североморск,Алексеевский район
47730000,14620000,100,1,Североморск,Валуйский район
47730000,14625000,100,1,Североморск,Вейделевский район
47730000,14658000,100,7,Североморск,Яковлевский район
